timestamp,zone_id,population
0.0,zone_low,1.6121
1.0,zone_low,1.6457
2.0,zone_low,1.746
3.0,zone_low,1.8588
4.0,zone_low,2.0105
5.0,zone_low,2.0828
6.0,zone_low,2.2078
7.0,zone_low,2.1986
8.0,zone_low,2.2252
9.0,zone_low,2.4185
10.0,zone_low,2.4499
11.0,zone_low,2.4699
12.0,zone_low,2.4549
13.0,zone_low,2.4574
14.0,zone_low,2.4434
15.0,zone_low,2.6437
16.0,zone_low,2.6
17.0,zone_low,2.6079
18.0,zone_low,2.55
19.0,zone_low,2.6267
20.0,zone_low,2.6402
21.0,zone_low,2.72
22.0,zone_low,2.9412
23.0,zone_low,3.0033
24.0,zone_low,2.9908
25.0,zone_low,3.1408
26.0,zone_low,3.1505
27.0,zone_low,2.9842
28.0,zone_low,3.0173
29.0,zone_low,3.1335
30.0,zone_low,2.953
31.0,zone_low,3.0923
32.0,zone_low,3.072
33.0,zone_low,3.125
34.0,zone_low,3.0069
35.0,zone_low,3.076
36.0,zone_low,3.1997
37.0,zone_low,2.9788
38.0,zone_low,2.9886
39.0,zone_low,2.8724
40.0,zone_low,2.7571
41.0,zone_low,2.861
42.0,zone_low,3.1302
43.0,zone_low,3.0644
44.0,zone_low,3.0805
45.0,zone_low,3.1669
46.0,zone_low,3.1801
47.0,zone_low,3.1179
48.0,zone_low,3.1039
49.0,zone_low,3.0795
50.0,zone_low,3.0177
51.0,zone_low,3.0614
52.0,zone_low,2.8529
53.0,zone_low,2.9835
54.0,zone_low,3.0938
55.0,zone_low,3.0516
56.0,zone_low,3.1298
57.0,zone_low,2.9391
58.0,zone_low,2.9032
59.0,zone_low,2.7
60.0,zone_low,2.5921
61.0,zone_low,2.3175
62.0,zone_low,2.2572
63.0,zone_low,2.0628
64.0,zone_low,2.1813
65.0,zone_low,2.0593
66.0,zone_low,2.0034
67.0,zone_low,1.9733
68.0,zone_low,1.9493
69.0,zone_low,1.6866
70.0,zone_low,1.6758
71.0,zone_low,1.7763
72.0,zone_low,1.6994
73.0,zone_low,1.8336
74.0,zone_low,1.7826
75.0,zone_low,1.6108
76.0,zone_low,1.7905
77.0,zone_low,1.5642
78.0,zone_low,1.673
79.0,zone_low,1.4672
80.0,zone_low,1.295
81.0,zone_low,1.276
82.0,zone_low,1.0859
83.0,zone_low,0.9857
84.0,zone_low,0.6987
85.0,zone_low,0.692
86.0,zone_low,0.8569
87.0,zone_low,0.8026
88.0,zone_low,0.7722
89.0,zone_low,4.023
90.0,zone_low,0.6544
91.0,zone_low,0.8343
92.0,zone_low,0.8169
93.0,zone_low,0.8489
94.0,zone_low,0.6599
95.0,zone_low,0.7289
96.0,zone_low,0.9343
97.0,zone_low,0.9395
98.0,zone_low,1.1393
99.0,zone_low,0.9078
100.0,zone_low,0.8672
101.0,zone_low,0.8052
102.0,zone_low,0.8855
103.0,zone_low,0.9162
104.0,zone_low,1.0116
105.0,zone_low,1.1114
106.0,zone_low,1.2103
107.0,zone_low,1.3061
108.0,zone_low,1.505
109.0,zone_low,1.5665
110.0,zone_low,1.6698
111.0,zone_low,1.7207
112.0,zone_low,1.7105
113.0,zone_low,1.9571
114.0,zone_low,2.1163
115.0,zone_low,2.0366
116.0,zone_low,2.0569
117.0,zone_low,2.346
118.0,zone_low,2.3849
119.0,zone_low,2.4065
120.0,zone_low,2.3297
121.0,zone_low,2.3702
122.0,zone_low,2.797
123.0,zone_low,2.8323
124.0,zone_low,3.0265
125.0,zone_low,2.9946
126.0,zone_low,3.0023
127.0,zone_low,2.9086
128.0,zone_low,2.7328
129.0,zone_low,2.8587
130.0,zone_low,3.8659
131.0,zone_low,2.6193
132.0,zone_low,2.518
133.0,zone_low,2.6749
134.0,zone_low,2.9041
135.0,zone_low,2.8764
136.0,zone_low,2.8636
137.0,zone_low,3.1046
138.0,zone_low,3.2142
139.0,zone_low,3.1258
140.0,zone_low,3.0435
141.0,zone_low,3.172
142.0,zone_low,3.2549
143.0,zone_low,3.4827
144.0,zone_low,3.4914
145.0,zone_low,3.5437
146.0,zone_low,3.5299
147.0,zone_low,3.4854
148.0,zone_low,3.5505
149.0,zone_low,3.542
150.0,zone_low,3.5366
151.0,zone_low,3.4382
152.0,zone_low,3.5954
153.0,zone_low,3.4956
154.0,zone_low,3.5042
155.0,zone_low,3.5739
156.0,zone_low,3.4336
157.0,zone_low,3.5372
158.0,zone_low,3.5699
159.0,zone_low,3.7027
160.0,zone_low,3.7194
161.0,zone_low,3.6763
162.0,zone_low,3.6557
163.0,zone_low,3.7626
164.0,zone_low,3.6269
165.0,zone_low,3.6802
166.0,zone_low,3.374
167.0,zone_low,3.1212
168.0,zone_low,3.2118
169.0,zone_low,3.0595
170.0,zone_low,3.007
171.0,zone_low,3.1245
172.0,zone_low,3.1991
173.0,zone_low,3.1597
174.0,zone_low,3.1832
175.0,zone_low,3.3123
176.0,zone_low,3.1471
177.0,zone_low,3.0922
178.0,zone_low,3.0246
179.0,zone_low,3.0324
180.0,zone_low,2.8422
181.0,zone_low,2.7487
182.0,zone_low,2.5845
183.0,zone_low,2.557
184.0,zone_low,2.5814
185.0,zone_low,2.4697
186.0,zone_low,2.2385
187.0,zone_low,2.209
188.0,zone_low,2.1278
189.0,zone_low,1.9787
190.0,zone_low,1.9196
191.0,zone_low,1.7331
192.0,zone_low,1.6715
193.0,zone_low,1.6851
194.0,zone_low,1.4407
195.0,zone_low,1.5614
196.0,zone_low,1.5701
197.0,zone_low,1.6569
198.0,zone_low,1.808
199.0,zone_low,1.7177
200.0,zone_low,1.6475
201.0,zone_low,1.6508
202.0,zone_low,1.5436
203.0,zone_low,1.391
204.0,zone_low,1.3616
205.0,zone_low,1.3256
206.0,zone_low,1.3928
207.0,zone_low,1.3851
208.0,zone_low,1.1609
209.0,zone_low,1.1247
210.0,zone_low,1.2058
211.0,zone_low,1.4219
212.0,zone_low,1.6076
213.0,zone_low,1.6751
214.0,zone_low,1.7731
215.0,zone_low,1.6356
216.0,zone_low,1.9123
217.0,zone_low,1.8555
218.0,zone_low,1.9719
219.0,zone_low,1.9381
220.0,zone_low,1.9726
221.0,zone_low,1.9993
222.0,zone_low,1.874
223.0,zone_low,1.8885
224.0,zone_low,1.9037
225.0,zone_low,1.9802
226.0,zone_low,2.1129
227.0,zone_low,1.7469
228.0,zone_low,1.8019
229.0,zone_low,1.7398
230.0,zone_low,1.7881
231.0,zone_low,1.9264
232.0,zone_low,1.8857
233.0,zone_low,1.9932
234.0,zone_low,2.0331
235.0,zone_low,2.2095
236.0,zone_low,2.3459
237.0,zone_low,2.5118
238.0,zone_low,2.4841
239.0,zone_low,2.7808
240.0,zone_low,2.9403
241.0,zone_low,2.9654
242.0,zone_low,2.9156
243.0,zone_low,2.9757
244.0,zone_low,2.9
245.0,zone_low,2.8521
246.0,zone_low,2.8597
247.0,zone_low,3.077
248.0,zone_low,2.9876
249.0,zone_low,3.2015
250.0,zone_low,3.3733
251.0,zone_low,3.291
252.0,zone_low,3.3289
253.0,zone_low,3.3839
254.0,zone_low,3.3685
255.0,zone_low,3.6377
256.0,zone_low,3.7702
257.0,zone_low,3.8982
258.0,zone_low,3.8645
259.0,zone_low,3.8061
260.0,zone_low,3.7987
261.0,zone_low,3.8106
262.0,zone_low,3.9657
263.0,zone_low,4.0105
264.0,zone_low,3.9416
265.0,zone_low,4.0018
266.0,zone_low,3.8396
267.0,zone_low,3.9211
268.0,zone_low,3.7481
269.0,zone_low,3.6744
270.0,zone_low,3.5727
271.0,zone_low,3.6433
272.0,zone_low,3.6658
273.0,zone_low,3.6943
274.0,zone_low,3.8114
275.0,zone_low,3.8704
276.0,zone_low,3.6901
277.0,zone_low,3.5789
278.0,zone_low,3.32
279.0,zone_low,3.2265
280.0,zone_low,3.2343
281.0,zone_low,3.1307
282.0,zone_low,3.1553
283.0,zone_low,2.9266
284.0,zone_low,2.8862
285.0,zone_low,2.6717
286.0,zone_low,2.5767
287.0,zone_low,2.6183
288.0,zone_low,2.6747
289.0,zone_low,2.6599
290.0,zone_low,2.7956
291.0,zone_low,2.9148
292.0,zone_low,2.8545
293.0,zone_low,2.9204
294.0,zone_low,2.9187
295.0,zone_low,2.7086
296.0,zone_low,2.6484
297.0,zone_low,2.4265
298.0,zone_low,2.1841
299.0,zone_low,2.1224
300.0,zone_low,2.0479
301.0,zone_low,1.9869
302.0,zone_low,1.8097
303.0,zone_low,1.8114
304.0,zone_low,1.6423
305.0,zone_low,1.569
306.0,zone_low,1.4665
307.0,zone_low,1.3742
308.0,zone_low,1.31
309.0,zone_low,1.258
310.0,zone_low,0.9761
311.0,zone_low,1.0477
312.0,zone_low,1.0934
313.0,zone_low,1.0488
314.0,zone_low,1.2503
315.0,zone_low,1.2285
316.0,zone_low,1.2121
317.0,zone_low,1.2169
318.0,zone_low,1.0519
319.0,zone_low,0.9269
320.0,zone_low,0.9299
321.0,zone_low,1.1458
322.0,zone_low,1.1273
323.0,zone_low,1.1651
324.0,zone_low,1.2446
325.0,zone_low,1.0383
326.0,zone_low,1.06
