x,y
164,52
176,52
155,54
184,61
190,61
195,69
171,71
176,74
197,76
142,115
137,108
160,113
137,114
164,119
162,125
136,130
158,131
133,134
144,134
159,135
138,148
129,141
131,158
151,160
155,182
173,192
164,183
132,186
168,184
137,187
163,192
136,194
184,202
136,200
151,202
146,206
157,209
142,213
177,209
178,217
196,214
160,218
168,216
189,215
147,224
167,228
195,222
189,224
198,227
179,232
192,230
201,235
189,236
151,236
156,236
164,236
183,238
172,246
206,242
216,242
148,244
155,246
210,247
194,252
203,254
213,251
210,256
218,255
189,257
226,258
159,258
173,257
179,258
161,264
206,260
224,262
151,261
211,262
217,266
231,266
164,272
188,269
196,275
212,281
188,279
192,284
977,285
199,288
922,289
943,286
971,285
190,289
954,288
960,288
995,288
179,291
205,290
982,291
899,292
943,292
169,297
207,296
969,296
992,297
254,297
924,300
258,301
864,300
950,300
980,300
1020,301
190,303
875,302
916,302
966,302
849,303
856,303
936,304
1008,303
976,308
228,309
936,308
964,307
266,310
835,310
854,309
986,310
180,312
786,310
843,312
922,311
940,312
991,312
815,317
822,317
257,321
271,318
969,317
980,318
985,318
1015,319
193,322
808,320
939,319
945,319
958,321
974,319
1021,325
871,322
880,321
996,321
245,325
267,325
1010,328
250,327
282,326
971,326
279,333
257,330
784,330
791,330
1000,330
268,332
873,331
954,332
225,353
248,333
255,336
775,333
909,335
941,335
985,334
1022,334
246,338
262,335
757,336
765,336
785,337
811,336
885,336
751,338
922,338
959,338
997,340
280,344
856,340
906,339
929,340
976,340
984,341
232,342
240,341
254,342
260,341
265,341
911,342
960,344
967,341
970,345
248,344
927,344
939,344
948,344
998,345
236,346
263,346
820,346
893,345
921,345
240,347
247,348
729,348
749,348
765,347
795,347
842,347
907,348
916,347
273,353
295,350
741,350
262,352
775,352
853,351
871,352
922,351
245,353
256,354
291,354
707,354
724,354
794,354
843,353
860,354
895,353
929,354
301,363
701,357
717,355
782,355
796,358
853,356
876,356
884,357
238,361
245,359
250,357
263,358
285,360
693,357
812,358
219,359
254,364
767,360
929,360
949,360
261,363
279,365
775,361
801,362
817,362
840,362
848,363
855,362
874,362
923,361
244,363
268,364
312,365
685,363
707,365
748,365
790,364
809,365
828,365
836,363
937,364
665,366
670,365
718,365
774,365
841,366
910,365
924,366
189,368
273,367
764,367
894,368
902,368
987,367
237,369
244,370
248,378
260,374
270,370
278,372
652,370
759,369
784,370
803,372
816,371
823,369
912,370
972,370
178,371
314,374
325,371
642,371
710,372
737,372
746,372
752,372
772,371
790,372
834,372
889,373
647,373
688,374
723,373
810,374
861,374
268,375
283,378
682,376
696,376
736,377
758,375
777,375
794,376
237,376
293,381
707,378
785,377
832,377
874,377
883,379
889,379
270,389
320,380
652,380
663,380
676,380
700,380
716,379
741,382
752,380
300,381
323,383
759,381
789,381
865,383
234,382
259,384
289,383
331,385
674,384
707,385
723,383
824,383
830,384
845,386
853,385
300,386
303,392
344,388
613,387
651,385
694,385
713,385
718,386
726,386
771,385
874,386
255,388
311,387
678,392
687,388
810,388
840,386
238,389
260,389
596,391
667,391
695,390
750,390
780,389
858,390
280,393
294,393
638,393
646,394
719,392
728,391
744,391
255,393
321,394
328,394
338,396
357,394
588,394
629,393
690,395
702,395
734,394
760,393
849,393
291,397
314,397
663,396
807,396
827,395
902,395
249,399
281,398
343,401
362,397
621,396
655,398
319,404
354,400
375,402
552,402
636,401
709,399
824,401
882,399
386,403
649,402
659,402
663,402
729,401
35,405
221,404
266,404
280,404
286,404
311,408
355,408
532,404
540,403
576,408
608,405
616,404
622,404
627,404
654,405
290,406
300,406
328,405
568,406
597,405
603,410
667,406
675,406
811,405
819,405
833,406
225,409
257,408
271,408
335,408
344,414
364,409
370,408
520,408
614,407
325,410
404,409
408,412
595,411
692,409
376,413
524,412
567,412
619,413
679,410
685,412
276,414
283,414
306,415
327,414
338,414
368,414
424,413
488,414
504,415
511,415
549,414
612,414
628,413
723,414
749,415
776,414
1005,416
300,416
446,417
473,416
480,416
583,415
687,416
733,415
771,416
784,417
293,422
350,418
438,419
466,417
576,418
667,419
672,417
697,418
779,417
844,417
231,421
268,419
314,420
359,423
391,421
459,421
530,423
549,420
557,420
658,422
891,420
910,420
303,423
322,421
333,421
444,423
453,421
468,421
484,422
510,422
584,422
650,422
704,422
735,422
272,424
281,425
364,424
375,425
414,422
526,424
537,425
887,423
242,425
325,426
334,430
352,426
382,425
399,425
422,426
432,425
437,428
504,428
514,426
647,428
688,425
776,426
309,428
409,429
453,429
476,430
489,428
568,428
633,428
702,427
743,428
791,428
854,428
299,430
423,432
486,433
534,432
769,429
348,435
545,432
293,435
378,433
382,434
431,434
459,434
556,434
666,436
740,433
248,435
256,437
388,436
406,436
412,436
448,437
471,436
542,436
605,436
614,436
630,436
639,437
331,439
479,439
509,437
524,437
532,438
548,437
562,438
621,439
413,442
439,442
468,442
505,440
593,439
600,440
606,440
320,442
337,444
375,445
398,443
425,442
460,443
482,443
610,442
346,444
357,443
366,443
390,444
431,444
445,443
456,443
474,445
501,444
554,444
561,443
817,444
316,445
330,445
532,445
588,445
