x,y
0,8
444,30
646,39
654,43
1676,57
816,62
1686,60
1665,66
1705,74
1668,81
561,87
1708,84
625,90
784,102
1701,120
812,128
622,167
879,176
1072,178
1324,183
1363,187
529,190
1235,196
1726,201
641,207
3010,202
663,210
687,203
600,207
606,212
946,213
3075,214
557,216
248,226
1819,238
811,247
3322,251
2638,254
1735,255
147,259
847,263
3112,266
2884,267
1415,275
696,279
836,279
3331,288
397,288
957,288
554,292
678,292
2655,294
722,298
3016,294
276,302
845,299
1454,302
496,307
852,301
287,305
3095,305
206,310
775,309
857,309
1845,317
2814,323
937,329
2093,331
1656,334
1928,335
493,336
213,348
2226,351
740,350
834,347
2720,351
536,353
3058,352
253,357
1803,361
603,364
2990,365
3210,369
2888,364
2858,369
4,372
3322,372
719,378
2161,377
348,379
1342,381
1713,383
225,381
1126,387
243,386
1194,387
1836,388
1916,387
2055,387
2850,389
180,390
685,397
769,398
2531,400
366,401
1083,403
539,404
875,408
882,402
130,407
338,404
638,410
112,408
1332,411
1001,412
3277,412
1240,415
864,413
1028,416
933,421
2412,424
817,425
1799,425
268,426
500,426
1303,430
117,427
970,433
1177,433
3216,436
1968,435
126,436
555,436
1661,439
2821,434
208,439
2324,442
322,448
1086,445
1138,446
1526,449
1564,444
299,451
8,448
1342,449
648,456
803,456
2513,458
3119,457
2721,461
1838,457
1428,466
1799,467
1892,466
2204,465
2985,470
530,470
2613,469
216,472
1472,471
3038,472
996,469
1062,477
2448,475
1188,478
367,480
3146,480
703,482
993,476
2362,482
1369,483
1830,484
2033,483
969,486
1768,485
2871,484
38,488
2307,487
145,489
210,490
306,492
910,491
1293,493
1666,488
372,490
1153,497
1331,494
124,493
528,491
934,498
1559,498
1661,495
2153,497
569,500
924,497
394,503
1413,502
852,498
669,505
1690,504
1702,501
2523,505
2685,505
3235,507
14,503
2867,510
642,510
2754,511
3117,508
1496,511
1620,513
1161,515
1223,516
2600,516
1513,516
265,515
1361,518
1601,521
1694,520
2419,520
180,523
1766,523
984,526
2268,528
2345,528
1618,524
1830,530
1526,530
665,533
2040,533
3058,533
2185,535
1139,541
1613,534
1285,547
1434,545
134,549
923,541
532,551
2444,549
2772,549
50,553
2862,550
2944,554
927,550
1508,556
2850,551
879,558
1211,560
3079,560
225,561
932,555
1347,562
1395,561
1741,561
1136,560
1545,567
1673,567
2533,564
1816,569
3328,567
1635,569
3241,565
1611,573
2189,571
2351,571
1108,573
1888,570
2598,575
766,575
2075,576
2258,576
507,578
868,579
1167,574
1188,580
3178,580
3016,591
3275,592
1272,595
1460,596
2705,596
587,598
1062,599
2774,601
1328,602
2523,605
911,603
1372,603
1357,605
1515,606
965,611
1704,609
2137,610
2942,613
758,609
2307,619
159,622
2390,621
228,623
2604,623
1100,626
2242,625
3001,630
3050,625
2691,629
473,632
938,630
1184,635
2929,635
551,637
2068,638
781,638
1774,639
2851,637
1403,638
2004,643
2982,638
595,645
633,648
1089,646
1366,647
2135,648
2492,647
1042,650
1247,650
1604,645
2549,650
1693,654
2765,653
1309,655
3116,657
1436,658
1792,658
1828,657
843,660
1062,663
1097,664
2216,664
22,667
2346,668
2428,674
538,680
766,679
114,682
1350,681
748,683
916,685
1462,684
2589,683
3320,685
334,684
2058,686
2782,679
2890,686
1204,685
1617,684
1815,690
1693,693
821,694
2142,693
2243,698
2954,697
3062,697
2966,695
2973,695
2540,701
3029,697
2835,702
2188,706
2316,704
2908,701
2853,711
690,714
1885,715
1973,714
91,716
2661,718
2873,715
1129,720
2726,716
2737,718
3115,719
313,717
526,720
936,718
2398,721
2588,727
2885,720
956,724
1507,728
2387,727
2975,724
2135,731
1581,733
183,734
3175,734
2431,733
1354,740
1815,742
1713,745
2835,744
3047,745
673,750
1243,750
2697,753
2379,759
2486,761
2792,761
1971,761
1364,766
1134,767
2969,768
616,777
3063,773
2128,785
744,788
2735,786
2876,788
1739,790
699,792
864,796
368,793
1915,795
2653,796
2551,793
2927,799
2025,804
646,800
658,802
957,807
120,808
608,809
1414,810
3207,810
1013,814
2196,815
2495,816
345,827
768,821
894,822
1821,821
2862,825
465,825
2579,827
1509,828
68,832
445,830
1323,837
248,832
398,833
277,844
50,850
1381,850
2650,849
1992,851
421,850
1208,853
1476,852
843,854
2193,860
2513,861
980,864
1783,860
1796,867
631,868
902,865
478,866
1592,865
702,868
546,872
2868,875
1783,869
1120,879
296,876
1892,880
326,878
781,885
268,883
1795,880
288,884
221,894
295,901
321,897
505,901
1498,899
1834,904
2617,904
2709,905
314,908
1369,914
340,917
698,920
1028,918
975,923
405,922
747,926
805,932
2506,931
224,933
1183,932
21,939
1105,946
3049,945
1298,945
1562,948
1040,946
1877,951
851,957
1155,958
1485,956
190,961
1634,955
93,959
2533,974
2556,988
120,1009
559,1018
2088,1020
1746,1028
880,1032
1056,1029
1062,1029
1050,1033
1081,1037
3273,1040
505,1044
1078,1061
3223,1063
1803,1068
1047,1073
164,1086
678,1104
419,1107
2992,1111
1201,1114
2900,1120
153,1118
1809,1123
177,1121
1490,1121
1155,1130
428,1131
937,1132
503,1166
2822,1163
495,1166
2730,1170
482,1173
497,1182
1078,1171
1780,1177
865,1180
889,1180
397,1184
2692,1185
2840,1196
2479,1214
1729,1212
1726,1220
1758,1247
2349,1255
1730,1274
2183,1277
2198,1278
