x,y
2048,6
2125,8
2856,0
2871,1
2755,15
2323,18
1990,19
1354,22
845,24
3097,23
560,29
2887,26
1654,31
919,32
1608,38
1799,42
722,44
2624,47
2572,53
1397,60
1577,77
1728,73
1738,99
2449,79
2744,90
533,101
1411,94
2505,101
2198,105
1401,100
1902,108
1780,109
522,118
830,120
183,126
208,123
1544,132
1968,138
2503,131
783,136
2803,140
204,138
2481,140
773,143
290,152
2157,154
1244,157
2232,161
2431,153
1926,162
766,165
1697,164
1194,167
1746,169
1868,169
669,180
1035,184
1698,191
858,194
2272,198
654,197
1663,203
2350,206
3073,202
570,218
676,214
1747,228
2019,220
775,228
851,227
2385,229
2107,230
100,235
886,234
795,241
693,247
1270,240
1734,249
2317,247
724,250
1429,250
2997,249
131,250
1475,252
1748,252
184,257
632,261
826,254
2080,262
843,261
2618,266
874,263
704,277
995,270
267,272
297,270
1315,274
2755,274
2549,276
664,272
713,273
2417,274
2139,282
664,278
1262,284
669,287
2433,301
671,305
682,307
768,314
2007,340
598,333
978,338
229,342
661,363
2760,361
2325,364
551,366
1089,378
419,381
1425,373
2894,374
773,381
969,376
792,400
345,402
2336,401
2519,401
1259,400
470,409
830,413
2042,413
629,413
740,412
965,427
1969,427
2975,432
2638,436
2872,436
2370,439
1230,441
1571,441
2799,443
2083,446
1806,453
2215,459
2714,466
2133,476
414,473
963,470
1173,476
2003,476
716,478
1373,482
2270,484
2897,486
411,483
724,488
732,489
1487,516
831,509
715,514
1923,517
854,515
148,525
634,528
2075,523
2068,526
2321,524
2004,529
3026,539
2808,540
716,547
2954,548
2316,545
871,552
1933,558
1971,550
2627,556
281,557
800,559
509,561
532,554
1982,555
1969,554
2148,563
1491,567
2291,565
818,578
239,574
357,576
2781,573
1037,577
281,571
2403,578
2692,579
1506,578
589,587
2473,588
2353,593
1081,602
2756,618
938,619
491,629
1537,628
929,630
1922,641
2202,641
1016,650
1523,660
3034,659
2232,661
2640,661
734,667
948,668
1831,665
2647,665
1785,672
662,676
1563,673
1585,677
1684,672
2219,672
1954,680
1159,681
1856,685
1625,702
3076,689
2542,694
2250,696
453,700
222,697
510,706
909,710
3061,706
713,708
2596,721
1560,719
1575,722
1608,733
595,732
689,732
861,732
1892,729
1574,731
1052,738
1122,740
2279,739
131,742
2696,747
2387,747
1414,752
1814,752
812,758
2632,764
1371,781
1883,795
2795,796
211,804
2252,810
2463,815
1513,818
611,822
1177,824
1781,825
1905,834
2322,832
1012,838
2621,834
2631,833
2660,843
2320,845
552,847
1764,842
1269,848
1761,845
1092,847
1069,848
1086,852
1171,854
708,854
2227,860
2511,861
2050,865
2426,866
2420,869
2622,869
910,879
1095,880
2802,881
518,887
983,886
733,892
1141,899
1272,900
756,901
1054,907
2219,901
1613,908
855,910
2250,910
582,908
2100,917
2277,920
2454,928
2735,932
1235,933
2355,932
1767,937
806,945
2160,954
486,955
2012,957
1016,956
2789,963
187,960
1021,961
1599,964
1700,968
640,987
758,987
1795,987
2654,986
907,988
2203,996
2567,1004
1034,1008
905,1008
849,1020
2423,1022
2685,1033
1007,1038
528,1035
905,1040
1054,1041
2317,1042
2670,1038
37,1048
686,1048
1350,1049
2600,1050
2671,1046
819,1059
2034,1059
2361,1068
2471,1068
2170,1070
2686,1077
839,1077
1768,1081
638,1085
1013,1085
1473,1083
1209,1091
1298,1099
2070,1101
2388,1098
2140,1106
2435,1105
1621,1114
1878,1114
2751,1126
475,1126
2231,1134
989,1141
1761,1140
2491,1143
2336,1139
577,1143
2140,1154
802,1160
1134,1157
1396,1163
2326,1157
1155,1160
992,1160
1535,1177
2040,1170
1072,1167
1626,1174
2020,1171
833,1176
894,1171
993,1171
2681,1174
158,1185
2714,1184
165,1181
1707,1188
2747,1182
1546,1190
2743,1187
787,1197
1195,1194
1862,1198
2364,1198
611,1201
1027,1203
950,1205
1939,1203
7,1213
2605,1215
2297,1221
191,1252
1190,1236
418,1240
2349,1241
678,1242
910,1245
2086,1247
1535,1246
63,1247
88,1248
2651,1248
2111,1254
2165,1256
380,1255
1015,1262
1870,1257
1955,1264
2256,1265
2781,1273
1153,1275
2374,1274
858,1270
1540,1275
1650,1276
2103,1274
277,1281
852,1282
862,1285
1339,1290
1425,1291
1832,1287
272,1288
2415,1290
634,1296
33,1297
1118,1291
2365,1299
1832,1294
1931,1293
1196,1304
2848,1302
2258,1304
57,1302
2270,1306
36,1307
58,1306
2065,1309
