x,y
1454,1
1815,8
1909,5
1471,8
1843,9
1995,6
1922,12
2250,13
1184,9
1870,10
1887,14
1968,11
1634,13
1853,14
1905,15
2006,16
2281,20
1285,16
1784,17
2302,17
3059,16
1650,19
1757,22
1186,20
1715,23
2150,19
1383,24
1664,23
1899,30
2155,28
2698,24
814,41
1432,26
1646,29
1682,26
1857,24
2000,26
2208,32
1315,29
1831,27
1927,29
2726,28
2962,26
1882,31
2236,30
2302,36
2341,30
2633,32
2676,35
1210,37
1419,36
1488,33
1504,38
1662,31
2020,32
2249,31
1374,35
1443,37
1953,37
2190,39
2850,34
1579,38
2283,50
2318,37
2368,36
384,39
1228,37
1514,40
1805,40
1986,45
2261,48
1250,40
2005,44
2443,41
854,41
1754,42
2227,42
386,48
1543,47
1563,48
1653,46
1680,44
2027,47
1356,47
1472,48
1830,48
2159,48
934,48
1227,48
1452,49
1927,48
2139,58
2054,53
2219,51
2313,55
2497,62
2818,52
2372,57
2893,56
389,64
639,63
2751,59
3065,57
1510,60
2066,60
2228,57
2665,59
1464,62
2119,64
2151,61
1316,66
376,66
1369,68
2095,69
2401,68
1426,72
2296,74
483,73
1324,80
1464,74
2254,75
3069,73
401,74
1147,76
1245,74
1404,77
2382,74
2512,78
3101,74
3107,74
672,76
1230,75
1451,81
1303,80
3073,77
2320,86
2347,83
2365,82
1179,81
1223,81
1377,82
1488,83
1788,84
2213,83
805,83
1139,86
1351,86
2066,86
2118,85
3143,83
2172,87
2490,89
1204,87
1669,90
1709,88
1743,90
2376,90
2527,90
2610,90
2635,87
420,99
924,92
1622,93
1824,94
1947,93
1313,96
1432,96
1905,96
2108,94
1147,111
1490,96
1555,95
1863,95
889,100
1290,104
1397,97
2009,99
2059,99
2418,100
901,104
1983,101
2243,110
473,104
1097,102
1125,104
2558,102
1063,107
1119,102
2090,108
3129,112
111,104
959,108
1184,106
2324,107
3011,107
216,109
1124,109
439,113
2135,112
2987,112
2999,113
115,114
503,113
1218,116
1381,114
1899,112
997,115
1237,118
1314,115
1622,117
670,124
831,120
965,120
3143,121
937,125
2462,123
2508,125
3068,123
1927,126
2051,126
2384,125
2402,126
3132,126
1097,130
2071,128
1126,131
1486,134
662,141
2416,132
1149,135
1074,136
2449,136
2568,136
2884,135
204,139
1598,136
2084,145
2474,147
2522,142
2828,137
1919,140
2131,139
922,143
1042,144
1757,143
179,142
1194,143
2002,150
2505,145
625,148
858,144
1253,145
1454,146
1532,147
1591,152
1839,146
1881,146
2486,147
635,164
1105,149
1965,150
2554,145
1148,149
1007,153
1633,151
1909,153
2836,151
765,151
