x,y
1688,39
1669,52
1702,86
1826,130
1464,141
2152,151
1714,154
1743,154
1892,152
2042,160
2206,160
2232,164
1244,169
1963,177
1329,187
2062,189
1225,191
1281,193
2074,205
1967,213
2041,213
1224,218
2115,219
1024,222
1470,222
1375,229
2011,230
1125,234
841,237
1405,244
243,266
1468,274
699,280
1443,273
732,281
2278,282
2316,289
554,309
706,307
1508,306
1731,312
208,316
122,320
730,317
691,324
1792,318
491,317
236,320
468,321
213,330
407,332
1960,328
343,334
477,341
1743,333
635,345
294,344
1944,360
122,349
558,349
425,359
1190,363
542,370
338,369
1393,380
1119,391
1307,392
65,395
375,395
461,390
1570,397
416,395
1849,399
1263,402
2232,395
631,404
700,401
1914,403
1170,405
1349,406
2339,412
972,404
362,410
183,414
1502,415
2085,414
1189,419
1633,419
1567,417
582,417
1393,427
416,426
2367,433
326,434
933,439
2823,439
1646,441
1575,441
1005,451
71,449
104,447
1851,453
1867,443
986,450
1383,450
1882,452
385,455
913,453
1343,456
1541,457
1029,460
1177,462
2254,458
2464,458
251,458
2065,460
295,460
1625,462
464,460
1208,463
1106,465
842,469
1018,464
922,468
1792,466
1011,467
1985,474
892,472
1420,471
1815,474
957,474
1006,475
152,479
772,476
1405,478
2221,481
704,482
912,477
1887,478
1186,485
1324,482
192,482
902,486
1086,486
1226,482
1350,483
187,485
1015,487
2199,490
1777,491
1478,496
1924,494
962,499
1596,499
764,503
1288,500
2591,501
2512,507
671,505
2425,503
1215,509
975,515
1293,514
718,515
1464,516
2219,514
2492,513
2600,516
1557,518
2347,519
1820,521
915,520
1881,522
2429,520
2258,525
518,525
2655,531
199,536
474,535
2510,537
542,543
2426,539
2705,545
1039,540
1608,545
22,546
2473,548
425,548
1094,555
1191,556
2546,558
234,560
22,556
959,557
1327,560
1683,560
2094,564
2319,564
373,560
587,564
1044,564
460,565
1310,567
2267,572
394,574
895,573
768,575
2384,578
2709,578
1893,575
2442,588
1097,588
1093,585
1789,584
2267,584
769,587
1111,588
1529,590
1718,592
917,595
2750,592
658,597
1343,596
1657,597
338,601
1960,605
2108,607
1027,606
2348,608
190,608
253,612
406,611
1658,609
905,622
1245,616
1535,613
1175,619
691,620
237,625
1988,630
2609,627
462,628
1910,624
864,629
1592,630
2446,632
1653,635
1942,630
165,636
308,638
1887,639
469,640
1237,639
1302,642
130,644
972,641
1435,646
1481,643
69,647
906,646
1096,647
194,650
1481,654
3219,647
1,651
543,653
994,653
2102,657
444,659
845,655
1204,660
1618,660
2630,657
1848,665
1963,658
2431,658
1306,663
1016,666
1453,660
2303,661
2919,665
989,666
2083,673
865,673
1521,675
2828,671
3022,673
285,674
836,678
238,680
428,679
709,683
886,679
2665,676
902,687
1343,683
1826,686
1914,684
1505,688
3147,685
220,688
1578,688
2816,689
2927,692
639,692
1012,690
1967,693
1069,691
2983,695
313,696
2800,696
2852,697
3142,694
557,701
623,702
3166,696
474,702
1893,707
2903,706
386,706
1965,711
339,715
1856,711
2812,712
741,708
2338,714
2736,712
2999,712
9,715
1703,712
3202,712
590,720
863,719
1712,714
407,722
963,721
1720,717
2838,726
1041,725
2426,726
2948,726
3009,730
2339,733
487,734
619,729
2416,729
2902,738
287,734
2410,730
2815,735
1015,738
3122,749
703,743
2747,743
2965,741
161,743
84,744
515,750
610,746
2226,750
2941,751
331,761
91,761
1855,756
702,759
927,763
2266,759
275,765
3,767
2895,764
290,771
851,774
2318,774
2337,776
2807,771
2152,778
2951,783
824,779
232,789
774,791
387,800
2906,797
177,795
901,798
2214,802
3116,801
737,804
94,806
3046,806
898,808
311,815
368,821
2399,818
141,825
2843,818
2865,820
3093,819
200,825
2776,826
2915,831
3187,830
3,831
395,836
596,841
317,843
413,847
52,846
572,853
354,862
3244,856
3032,859
1232,853
189,865
25,865
3021,865
3078,863
2370,872
15,880
2961,879
73,879
848,889
2806,888
395,895
345,894
3048,896
3096,901
628,902
328,909
2853,907
2774,917
3156,929
54,937
3021,933
3,948
2801,970
2889,971
116,978
18,991
3170,996
136,999
3033,1000
3159,1010
2942,1013
2814,1024
2951,1020
3246,1026
2843,1043
2905,1046
2982,1047
3126,1071
3243,1080
2950,1084
3129,1102
3248,1156
1644,1192
1654,1197
1672,1198
3242,1204
1671,1202
1663,1206
3246,1226
1612,1229
