x,y
970,6
2077,2
2127,13
930,16
2227,23
2210,18
1120,24
2120,29
1984,33
1151,39
1207,40
965,48
1946,52
954,53
1507,62
942,71
2062,73
1011,84
1009,92
1999,92
2186,98
2129,104
1115,115
1510,108
1326,117
1127,123
1448,123
394,125
1101,124
887,128
1226,126
1033,142
412,162
738,172
129,185
161,192
1483,200
1602,198
179,201
702,200
1624,219
198,217
1504,224
1517,228
2628,246
215,248
240,253
2812,259
180,266
254,269
608,277
219,286
194,297
127,305
2695,308
769,318
190,323
1438,326
1440,329
1481,336
1454,336
141,339
237,339
1440,338
1493,342
1498,343
29,360
184,361
1066,394
37,402
1930,400
87,405
924,413
2188,435
1502,435
249,437
1487,440
156,448
1215,448
2192,445
1768,450
1371,454
1641,456
58,456
969,463
13,467
1172,470
23,475
152,481
1105,473
1152,470
2077,481
43,484
1622,483
1329,492
1130,501
1980,501
1666,501
84,503
120,499
2169,505
2246,508
4,509
82,513
1568,515
3,520
1299,517
15,517
628,535
909,540
1876,547
1667,555
728,559
1288,564
1105,562
1867,563
1755,572
761,572
1117,574
2838,568
1978,572
497,579
1623,580
118,586
1013,581
637,587
1956,581
889,586
2218,590
1719,592
2092,592
1906,594
2662,597
1490,601
1896,605
77,612
1311,613
59,614
722,617
1242,619
2627,628
76,622
794,627
1314,624
2545,626
1281,628
2759,630
1986,631
479,633
2,638
1111,636
376,640
2355,639
489,639
2080,643
2224,639
1427,641
952,647
289,648
1687,653
1604,650
2686,648
2928,656
1167,659
483,667
884,662
1317,662
639,673
670,675
606,670
34,673
1513,677
2561,675
2859,680
897,688
1661,683
1859,678
1922,679
2118,682
32,682
2560,681
2843,685
2024,683
22,686
295,687
729,688
575,691
1858,691
2469,691
43,692
426,698
2818,697
1090,701
1183,701
2734,702
1264,704
2732,709
1284,710
1601,720
2814,717
573,727
343,721
1365,724
1361,731
2919,732
1428,735
1911,739
1551,739
1562,745
2788,739
2438,745
2085,745
2646,744
3096,745
1542,750
1988,746
2565,746
2557,748
365,747
730,751
42,752
2162,751
2231,755
553,757
980,756
835,759
2303,759
2527,756
3106,760
106,762
657,763
1545,766
2518,761
2235,768
2529,765
2510,767
1836,772
2020,775
1695,770
2157,782
288,782
398,789
734,785
1344,792
1539,791
2134,796
1828,801
38,800
1921,802
1939,803
245,808
2649,807
1711,806
2751,804
302,811
2470,815
2271,817
2369,817
477,820
2544,817
383,828
246,829
1790,830
291,831
727,835
946,834
2527,834
2456,836
1409,839
429,840
837,844
266,849
1725,845
361,857
744,845
1621,853
2962,855
1880,863
848,869
2542,870
2802,870
2973,870
925,872
3163,874
1426,885
552,885
1855,891
3072,890
536,891
1247,890
648,892
1239,892
1871,902
865,899
1138,901
2377,896
3105,901
1854,914
309,909
3091,906
826,911
3118,911
2677,912
2142,914
2600,915
383,919
225,922
1872,918
1284,922
700,923
766,924
869,928
3081,934
2509,931
2306,938
2456,937
743,940
1017,943
233,949
2910,959
2435,951
2449,953
3021,950
2324,954
2133,957
1075,966
2129,966
1315,972
1808,973
2628,972
2573,980
458,980
1116,978
176,980
706,980
1113,985
1997,988
3083,983
1289,986
1362,986
267,991
1294,988
1290,996
1449,1000
2571,1004
2664,1001
1233,1009
1442,1007
1046,1011
1216,1023
2535,1008
204,1012
2184,1018
989,1025
2651,1025
93,1025
501,1029
3168,1023
2291,1028
2275,1030
2430,1028
3018,1038
2635,1035
2290,1039
2809,1042
62,1044
911,1049
2298,1046
328,1053
755,1057
2288,1060
469,1060
977,1058
3162,1064
34,1079
2404,1067
2670,1070
464,1071
544,1085
2407,1088
1981,1088
2747,1084
2033,1093
2270,1093
672,1091
2093,1098
2325,1107
2843,1106
2628,1106
753,1106
2946,1117
3115,1122
3023,1123
132,1127
1524,1126
130,1134
145,1135
1528,1140
352,1152
2194,1150
2255,1143
79,1146
70,1151
2556,1160
10,1160
335,1161
2543,1165
614,1170
2291,1167
349,1165
74,1177
2526,1171
355,1175
548,1174
2924,1176
2774,1179
2924,1181
2338,1190
3138,1187
3031,1203
249,1207
2437,1207
2971,1213
2105,1215
439,1217
2335,1223
2378,1222
2114,1222
2363,1224
2852,1232
2886,1234
2709,1237
2835,1235
2788,1248
2860,1251
2880,1252
3069,1258
54,1288
2753,1309
