x,y
949,2
1003,11
1015,5
1708,3
1796,2
1808,7
1846,2
1853,2
2029,0
2442,3
2700,0
2876,3
2902,1
3024,3
3125,1
3229,2
914,4
1027,10
1128,6
3286,5
1041,10
1117,6
2232,6
2733,9
2967,8
3193,6
1053,7
1160,7
1713,8
2253,9
2492,8
3010,8
3187,11
3257,7
1236,11
2530,13
2641,10
2901,13
1195,14
1311,14
1367,15
1859,13
2299,13
2449,11
3039,11
3233,14
943,19
983,15
1073,14
1205,14
2372,15
2395,15
2607,16
2625,13
3215,15
2003,18
2500,15
2566,18
2595,17
3127,21
3318,16
910,20
926,21
1801,29
2422,20
2697,20
2755,21
2805,17
2814,20
2818,20
2891,19
3195,19
3222,18
3259,17
1167,20
2187,21
2385,23
2470,21
2480,22
2582,22
2908,21
2916,23
2967,20
3020,21
3207,20
3322,21
952,24
1998,24
2090,24
2201,21
2300,23
2890,25
2928,24
972,24
1177,25
1242,25
1737,26
1814,26
1843,24
1987,23
2953,26
2996,24
3015,24
3288,25
1763,28
1784,26
2066,27
2798,26
3249,25
895,32
2050,29
2875,28
3040,29
3238,28
881,32
1567,30
1656,30
1841,34
2025,33
2156,29
2540,34
2568,31
2665,32
1578,35
2120,32
2390,31
2430,35
565,34
863,41
1461,36
1726,37
2359,38
2650,35
3057,35
3198,35
598,42
1030,36
1707,38
2210,35
2791,44
3049,36
999,39
1963,38
2051,42
2175,38
2305,39
2314,38
2891,38
3082,39
765,43
1817,41
1933,40
2414,41
2854,38
2867,41
3213,40
3344,41
821,45
2274,44
3175,42
3336,43
916,44
2319,45
2447,44
2597,44
3088,45
3208,44
707,46
901,46
1501,47
2615,49
2855,45
987,48
1474,50
1594,49
1719,50
2202,49
2289,53
2385,49
2815,52
2876,47
3284,47
691,51
971,52
1926,51
2892,55
2907,52
3086,50
3117,51
3340,51
616,52
997,53
1546,59
2159,53
2186,53
3139,54
3148,52
3264,53
3345,51
728,55
1234,54
1709,54
2584,54
2787,62
3316,56
941,56
1521,57
2411,58
2859,56
527,59
1242,58
1671,58
1898,58
2181,57
2211,58
2326,60
2836,58
2875,59
3074,57
1834,59
2067,60
2370,65
2628,63
2694,60
2919,61
3237,60
780,62
1315,62
1602,61
1678,64
1696,62
1829,63
2315,62
2338,62
2653,64
3201,62
1433,67
1523,74
1648,65
1733,64
1816,66
