x,y
677,1
735,2
751,4
846,6
1933,3
1965,1
2030,2
2057,3
2098,0
2381,2
922,6
1851,3
2107,6
1220,6
2402,7
724,13
1546,8
1832,8
977,10
1273,10
1790,11
1299,12
1381,13
1461,13
1248,14
1941,15
1978,14
2068,14
2077,16
2400,17
1396,19
1434,18
1861,18
1949,18
2043,18
1241,21
1326,20
1351,20
1524,20
1632,21
2359,22
2464,22
1774,22
1743,23
2108,24
1415,26
1953,29
2387,26
1109,30
2480,29
1259,32
1795,31
1833,30
2526,32
2558,32
2411,33
727,36
1197,36
1685,35
1873,35
1914,33
1097,36
1513,37
2138,36
2164,40
865,40
1081,42
1310,39
1811,41
1965,42
721,42
1315,44
1752,42
2435,41
1673,45
1741,44
1837,46
1323,48
1422,47
1754,47
1771,49
1787,53
2131,50
1348,52
847,57
1065,53
1207,55
1880,54
1899,56
2580,55
2926,55
1849,56
1938,56
1458,59
2094,58
1055,59
1514,61
1707,61
1242,62
1608,62
1785,62
2006,62
2395,63
1178,65
1826,63
1753,66
1967,66
1983,65
1988,66
2518,67
1035,68
1295,68
1501,69
1798,69
2048,74
2092,75
2262,75
2566,75
1069,76
1675,76
1337,79
1846,79
2117,78
2132,80
1063,80
1654,82
1760,81
2004,82
2019,81
2071,82
1860,83
2035,82
1470,85
1240,89
1278,89
1591,87
1604,90
1705,89
1775,89
2221,89
2555,90
2624,90
2160,92
2409,93
1792,95
2104,97
1206,97
1722,97
1038,103
1319,101
1944,101
1266,104
1487,103
1930,102
1809,104
2020,103
1641,107
1858,106
2212,108
1288,109
1034,111
1302,110
1657,111
1961,111
2054,110
2085,110
1772,111
2187,111
1846,114
1530,118
1600,117
2028,116
1576,118
1249,119
1373,121
1500,121
1919,120
2163,119
2257,121
1697,123
1714,123
1557,126
2168,124
1197,126
1336,127
1813,127
1933,126
1962,129
1981,129
2006,127
1049,130
1262,131
1436,132
1478,132
1765,138
1736,136
1891,135
2179,135
1373,137
1422,135
1838,136
1857,136
2361,137
1303,141
1443,141
1505,140
1923,141
2018,139
1211,142
2164,142
988,146
1243,146
1278,143
1972,143
1012,147
1205,146
2007,151
1642,148
1673,148
1978,148
1448,150
1782,150
1892,151
2026,152
2154,151
1146,152
1991,153
1037,154
1762,154
1828,154
2221,155
1258,158
1487,155
1656,157
1752,159
1792,155
1533,158
1920,159
1675,161
1211,163
1270,162
1706,162
1944,163
2057,163
1502,164
1689,165
1181,167
1286,166
1591,166
1825,166
1258,167
1752,169
2409,170
1391,171
1453,172
1564,173
2168,170
1641,177
1212,174
1226,177
1323,176
1329,177
1530,175
1558,176
1629,176
1169,179
1689,179
923,180
1146,180
1279,180
1486,181
1500,179
1514,182
1654,181
1981,187
1989,180
1158,182
1237,181
1461,181
1548,182
960,184
1724,184
1757,185
1937,186
1997,187
1360,191
1612,190
2011,190
1191,192
1344,194
1444,192
1591,193
1676,192
1858,193
1943,192
1998,193
2175,193
1216,194
1731,194
1764,194
1992,197
841,195
1438,195
1873,197
2191,195
2478,196
1180,198
1303,197
2060,197
1614,199
1925,200
1943,211
2007,201
2199,200
1253,204
1822,202
2142,202
2494,203
2092,205
1698,205
1871,207
1932,205
1323,208
1404,209
1434,209
2140,208
940,209
1393,214
1480,210
1653,213
1925,210
1289,212
1380,213
1706,213
2398,214
1148,215
1794,213
2321,214
1549,219
1730,217
2521,219
1191,220
1317,220
1742,219
2036,220
2668,220
1138,222
2379,228
2655,222
1387,223
1721,223
1206,226
1368,226
1514,226
1559,225
1568,226
1625,226
1740,226
2176,225
1426,228
1898,227
1972,229
2544,228
915,230
1541,230
1247,231
1524,231
1756,233
2552,233
1653,235
2028,233
2212,235
2568,236
1434,237
1486,236
1926,237
2166,235
1410,238
1820,240
1835,239
2005,237
1136,240
1149,241
1524,240
1517,241
1642,243
925,245
1179,244
1184,243
1468,244
1589,246
1623,244
1990,243
2037,252
889,246
1416,246
1405,248
1540,248
1939,248
2367,250
2439,248
2602,249
1637,250
1766,250
1933,250
1978,251
2052,263
2066,251
1965,253
2012,252
1692,255
1096,258
1259,259
1536,259
1635,257
1739,258
2617,258
1132,260
1273,260
1551,260
1673,259
1721,261
1986,261
1995,259
2065,264
1500,261
1657,262
1754,262
2688,263
1147,265
1192,265
1848,263
2636,265
1461,266
1252,267
1446,268
1590,268
1769,268
2394,269
1470,270
870,272
1052,272
1532,274
1759,274
1328,274
1340,275
1351,274
1634,274
1894,274
1111,278
2000,279
1117,279
1736,280
1838,279
1977,280
1102,282
1586,282
2058,282
1373,290
1613,284
1644,284
1754,284
1993,285
1173,288
1399,286
1510,286
1521,286
1533,287
1699,287
1091,287
1196,288
1772,287
2172,287
1412,290
1677,290
1994,294
2272,290
1554,292
1614,293
2362,293
2422,295
1474,296
1536,298
1546,297
1573,298
2370,296
845,298
1449,298
1580,298
1078,299
1429,302
1462,302
2006,305
2256,303
1356,305
1482,306
1674,302
1674,307
1424,309
1227,310
1455,310
1809,309
2050,309
1205,311
1438,313
1656,313
2010,311
1692,314
1987,313
1258,315
1384,317
1853,315
902,318
1268,318
1376,319
1697,318
1784,318
1322,321
1432,321
1725,321
1828,320
1262,321
1540,323
1612,323
1659,322
1766,324
2062,323
1287,324
1706,325
829,326
1303,328
1497,325
1531,325
1594,328
1842,325
2071,326
1453,329
1511,328
1581,328
1600,326
1748,327
2077,326
2255,328
2278,328
1275,330
1389,329
1732,330
1724,332
867,336
1644,336
1054,343
1082,337
1808,334
1324,339
2053,339
1661,343
1844,341
1547,342
1581,344
1466,344
1685,345
1474,347
1501,345
1573,347
1633,345
1648,349
1699,349
1486,353
2076,349
1523,353
1556,352
1694,352
2212,352
2240,351
2335,354
1306,352
1726,354
2042,354
2422,354
1656,355
1766,357
2155,356
826,357
1136,357
1421,359
1547,370
1063,361
1353,361
1410,361
2052,361
2067,360
2196,360
2237,361
2247,359
796,363
1365,362
1404,363
1467,364
1605,362
2029,369
2265,362
2298,361
790,364
1558,364
1309,366
1622,367
1716,366
1746,366
1799,368
1287,369
1502,376
1642,367
2308,368
1183,371
1301,373
1494,373
1514,377
2184,369
2238,372
828,374
1485,374
1649,377
1803,375
2013,375
2054,372
2109,374
1374,379
1387,376
1525,378
1534,379
1585,376
1604,376
2050,376
1357,378
1423,379
1701,378
2156,378
2166,379
1634,380
2314,380
1273,381
1557,383
1564,383
1831,381
2522,384
1157,384
1570,384
1641,383
1683,384
1729,385
2092,383
2348,384
1246,388
1421,386
1524,386
1895,387
1998,386
1948,387
2366,388
1326,390
1553,391
1661,391
1927,391
2069,390
2333,389
2390,389
1143,392
1537,393
1652,392
1788,392
1907,393
2001,392
1173,393
1385,394
1397,394
1479,394
1510,397
1637,394
1672,396
1958,393
2038,393
768,396
1006,396
2014,395
2027,397
2105,395
1576,400
1589,400
1954,400
1149,404
1431,403
1486,404
1837,403
2254,402
2269,402
2394,402
785,404
1175,405
1356,405
1526,405
1682,408
2151,404
2234,406
1423,405
1442,405
1480,405
1816,409
2161,405
793,409
1252,408
1497,409
1602,409
2288,407
1119,410
1211,411
1503,410
1875,410
1163,414
1267,412
1458,413
1902,410
2054,412
2196,412
1283,415
1617,415
1880,414
1141,416
1414,416
1506,416
1692,415
1888,416
2175,416
2204,416
2340,416
1027,422
1110,418
1348,419
1795,418
1915,420
1517,421
1730,418
1992,420
1435,423
1526,421
1717,423
1742,422
2014,422
2019,423
2273,422
2351,422
1091,430
1369,423
1379,425
1388,431
1626,426
1802,427
2161,428
1420,428
1432,431
1755,430
1857,430
2139,430
2237,433
2270,433
2314,432
2369,432
738,434
1026,434
1369,434
1565,434
1833,439
1852,435
2325,435
2379,435
958,439
1003,437
1406,438
1857,437
780,438
1729,439
2004,439
2165,438
1183,441
1865,443
2241,441
1057,442
1445,442
1242,450
1487,445
1780,444
1793,444
2010,444
2411,445
2521,445
1148,446
1292,448
1459,448
1622,446
2004,446
1750,449
1803,448
1875,448
2214,447
1186,455
1203,450
1228,453
1256,451
1822,449
1964,450
2297,451
1116,452
1628,453
1832,452
1899,452
1916,452
1932,452
2032,453
2040,453
774,453
1036,453
1048,454
2182,455
719,456
1277,457
1598,456
2226,457
1206,458
1395,458
1685,457
1828,459
2102,458
2411,458
1284,461
1927,459
1945,460
919,463
1385,462
1417,464
1562,461
2139,463
1451,462
1633,464
1026,467
2257,466
689,468
1281,469
1305,468
1401,467
1756,468
890,472
939,470
1234,470
1310,471
1675,469
699,473
1263,476
2123,473
2292,472
2315,473
946,475
1146,475
1290,479
1699,473
1032,475
1158,480
1202,477
1731,476
2042,480
2481,479
1002,480
1974,479
2178,480
1086,484
1743,482
679,484
1235,485
1535,483
1800,483
2199,485
2416,485
1353,486
2050,487
1183,490
1635,487
2016,489
2170,488
2331,489
1069,490
1166,490
2161,491
446,492
1114,493
1122,493
1641,493
1762,492
434,496
1149,494
1252,494
1576,494
1801,496
1900,495
2151,494
2342,494
2392,493
