x,y
555,1
604,3
2082,10
1936,11
1987,22
1772,54
2031,76
2044,82
1779,86
1828,117
1808,122
1774,152
1739,164
1758,168
1866,167
1746,177
1364,191
1888,195
1899,210
1375,214
1705,212
1749,220
1751,210
1456,215
1661,234
1416,223
1435,229
1838,233
1685,254
1486,248
1715,256
1695,259
1763,260
1915,266
1708,268
1424,275
1513,273
1706,280
1512,284
1793,285
1719,295
1842,299
1515,303
1741,304
1814,303
1845,310
1742,317
1807,326
1709,327
1891,330
1757,334
1769,343
1399,345
1470,346
530,351
1433,349
659,357
1698,354
1717,357
1915,358
1859,365
1913,365
1894,371
1770,370
1934,369
2487,371
2560,375
1944,376
1315,382
1454,383
1858,383
2444,382
1772,387
1783,386
1879,387
1431,392
1746,393
1859,402
1803,397
1913,396
1326,401
2565,399
1313,403
1975,403
1752,407
754,407
1990,406
2415,406
759,407
1320,409
2481,413
2525,412
2982,414
1853,413
2386,416
1779,420
2630,421
2997,419
1735,424
2005,422
1768,423
1794,426
2490,427
1813,440
1783,438
1981,441
534,452
1804,440
2019,440
540,441
794,454
1948,458
873,454
1737,454
1965,456
1754,472
543,477
2714,486
1738,491
1754,490
759,497
748,505
2744,498
2773,502
1757,521
2784,526
1744,533
1836,550
2035,559
2054,559
1507,563
2071,561
1915,566
1556,566
719,572
1570,568
1932,582
1512,579
1567,577
773,594
1405,594
766,600
1513,598
1216,607
1162,607
1166,620
1036,621
1740,622
770,625
1591,626
1841,631
1410,632
1740,630
1449,639
894,640
1004,643
853,650
1138,656
872,660
1378,658
889,667
1481,658
1156,663
1112,661
829,666
1071,663
843,668
1142,668
752,668
1023,673
911,671
1062,673
1117,672
821,675
1568,674
1799,673
744,677
1604,678
1072,679
1322,680
1552,678
1850,683
740,682
1283,684
1339,682
2151,680
844,689
1635,685
1465,685
1506,687
1813,691
388,697
560,690
622,692
1553,692
904,698
1054,692
1293,693
2030,695
699,701
1786,696
742,709
893,700
1056,700
619,705
627,706
1373,710
919,717
1137,712
1482,716
519,721
1458,713
2434,725
1176,719
924,721
2099,721
336,728
1289,723
425,725
618,730
1102,725
1464,727
2000,739
352,728
1332,728
1366,736
2484,730
1597,733
1981,737
1706,740
527,737
2298,751
1821,743
2527,739
2562,748
1146,752
1545,753
2014,754
1754,754
1610,763
430,766
1879,765
1153,761
1191,762
2060,763
1981,764
2084,765
1063,767
1972,772
1177,770
1835,772
1095,772
1211,774
1943,770
1416,776
1778,779
1989,773
2049,776
871,777
1741,781
2001,781
1180,788
1249,780
1944,786
1224,784
994,786
1421,786
1874,790
1076,789
604,789
1162,788
1985,788
2008,788
1127,794
1033,798
2551,792
49,793
1960,802
416,799
817,800
856,800
1938,801
2310,801
438,801
1013,806
1140,803
765,807
895,807
414,804
813,807
415,808
544,811
1933,811
2229,812
999,820
556,816
822,817
952,819
578,820
1039,818
1234,818
2396,828
2481,822
940,831
2288,833
434,830
1225,833
2056,838
2080,831
2103,841
1090,840
678,843
980,840
856,844
1187,841
1987,847
981,856
362,849
1097,860
2089,853
607,855
907,853
939,851
2060,858
367,858
779,861
2030,862
2660,864
524,867
790,866
923,868
2425,872
2524,882
162,885
2424,881
2659,881
2347,882
3023,883
977,887
615,890
2794,890
857,894
2422,891
2430,896
591,896
2520,897
581,903
2666,908
2265,910
27,911
628,919
2885,921
303,921
599,923
533,928
2480,926
2619,927
614,934
2318,934
617,953
2755,945
341,947
584,949
2619,947
331,954
750,954
2555,959
752,960
2794,968
2756,974
2623,981
237,983
328,981
245,983
2560,986
2768,990
2581,992
2597,993
2814,998
2852,1004
2594,1016
734,1006
2820,1012
2542,1023
2897,1024
2615,1021
2721,1020
2885,1027
302,1030
2971,1029
2727,1038
2931,1036
123,1038
183,1035
48,1038
2839,1044
2874,1051
2777,1054
97,1049
1993,1052
1986,1051
2811,1066
169,1077
2674,1078
122,1087
2165,1114
2076,1135
2227,1140
2071,1138
2070,1142
2220,1154
1414,1201
