x,y
515,5
581,1
589,2
603,2
616,2
717,4
803,1
850,1
895,2
908,3
925,5
938,1
970,1
1068,2
1081,3
1127,5
1141,7
1175,4
1222,1
1256,1
1269,2
1310,1
1672,4
1964,5
1983,4
1996,3
2015,2
2080,6
2094,2
2311,1
2365,2
2474,10
2487,1
2495,2
2509,6
334,5
474,5
865,9
1012,9
1104,14
1165,4
1286,10
2185,11
2248,4
628,9
672,15
831,13
1000,12
2238,7
2345,6
2540,7
191,9
577,11
1342,8
1357,10
1974,9
2371,10
2563,11
326,11
340,12
649,11
969,16
2256,17
2529,12
163,12
181,12
906,14
920,14
1082,14
2361,13
2627,13
315,16
561,19
773,18
897,14
983,19
2520,20
2925,13
250,16
410,16
553,20
636,16
653,19
849,20
959,19
1187,18
1199,20
1612,17
3051,16
484,20
493,20
1017,22
1165,21
2172,22
2202,20
2343,20
2595,21
2637,20
2837,18
474,22
685,23
1061,26
1209,21
1250,24
2570,21
2906,23
2916,25
1513,23
2441,22
2670,23
2710,26
148,25
388,28
425,26
1074,26
2290,28
2334,26
597,27
756,28
767,32
1187,27
1264,33
1588,25
1741,27
2361,30
2409,26
2510,29
2656,27
2883,27
131,27
588,27
643,30
784,27
1108,31
1156,29
1224,29
2312,28
2725,28
2807,29
2834,27
559,31
920,39
1016,33
1169,31
1587,30
2688,35
54,33
400,33
707,37
799,36
1006,34
1029,34
1145,32
1239,34
2416,34
185,34
342,36
442,34
572,35
677,36
812,36
1782,38
2264,34
2386,35
2591,36
2619,36
2651,35
380,37
396,36
553,43
875,38
1136,38
2307,40
2521,47
2574,44
2842,42
2926,36
2959,37
3035,38
234,40
470,42
591,40
996,44
2272,38
2291,40
2369,57
2427,39
2631,41
174,42
359,43
1076,40
1211,42
2380,41
2806,43
22,42
436,43
457,44
820,41
903,45
945,44
2232,44
2608,41
2781,42
336,45
978,51
1012,47
1122,49
2326,46
2384,44
2670,44
2688,46
265,47
426,46
631,49
839,49
876,50
1041,47
2596,48
2610,51
2727,47
27,53
92,48
441,49
539,50
1055,50
1317,49
2813,49
2830,48
2987,50
521,50
743,49
770,58
828,51
888,51
1083,53
2275,51
2302,52
2502,52
2549,58
2632,55
2655,53
2701,53
82,52
102,53
487,54
508,56
597,51
691,58
811,52
964,54
1096,55
1157,53
1166,55
2560,52
2756,60
3064,53
299,56
338,55
351,56
2290,54
2382,54
2871,55
2898,56
3007,55
195,58
204,57
417,56
743,60
843,61
858,58
934,58
1713,57
2612,57
56,60
70,60
318,57
360,58
530,61
795,59
1059,60
1525,60
1560,60
1734,61
2326,59
2642,61
2937,61
640,63
807,63
883,64
1507,67
38,65
385,61
498,64
1416,63
1447,64
1614,66
1724,63
1770,65
2316,63
2437,65
2591,62
391,69
523,65
657,64
929,70
2180,67
2604,68
448,68
1114,66
1811,68
2191,76
2520,70
2633,65
272,70
369,69
412,68
671,69
717,68
818,76
1058,70
1356,71
2492,71
2847,73
2951,68
660,75
1073,71
1673,73
1689,72
1760,70
2097,73
2707,78
57,72
319,73
624,74
708,73
896,73
1004,71
1541,72
1913,73
2165,77
2763,72
2976,74
2998,74
552,88
717,76
1326,76
1397,74
1748,77
2502,76
2635,75
3042,75
17,78
448,79
646,78
978,77
1439,85
1497,86
1700,77
1706,77
1784,82
1795,78
1819,78
1831,77
1944,79
2018,77
2613,80
2671,82
2719,78
2774,77
294,80
334,79
362,79
544,79
611,79
674,79
885,80
993,83
1043,80
1959,82
2450,82
2539,81
2576,81
2640,78
2728,79
2741,83
3059,81
421,80
532,83
842,81
1571,80
1616,84
1650,86
1809,89
2007,90
2421,84
2443,89
2658,82
2691,83
2765,85
2856,80
3013,81
323,84
469,84
951,82
1388,84
1697,84
1925,82
2102,84
2629,81
2774,83
108,83
183,88
191,86
376,89
868,86
1289,91
1331,87
1351,86
1528,88
1571,97
1711,87
1761,84
2414,86
2623,86
2681,86
2787,91
2798,84
280,87
655,88
982,89
1376,86
1597,88
1937,86
1978,85
2031,90
2175,87
2651,87
2720,86
164,88
250,90
302,89
428,89
486,90
568,89
789,90
1032,94
1048,90
1754,94
1912,96
2082,90
2631,92
2807,90
2907,90
3014,88
3028,89
106,91
689,92
859,96
1266,95
1314,95
1884,96
2179,90
2368,91
2562,98
2673,93
2817,92
2938,93
562,92
807,100
837,96
885,100
947,95
2072,94
2172,93
2779,96
3037,95
4,95
392,95
413,94
504,95
631,93
676,95
916,95
1323,95
1372,100
1401,100
1513,94
1987,103
2046,98
2533,95
2541,95
2752,97
2799,94
330,98
1547,97
2547,96
2698,96
2708,95
2762,97
194,99
524,105
872,100
1426,101
1504,111
1770,99
1960,101
2056,100
2623,99
2683,99
2729,98
2768,97
2836,98
186,101
450,108
578,105
901,103
1580,102
1863,101
2096,103
2580,106
2958,102
202,105
213,102
688,103
1587,103
2006,101
2129,110
2348,104
2689,102
494,108
606,103
846,107
978,106
1296,106
2037,106
2805,104
468,107
611,108
675,107
860,109
1246,111
1305,110
1328,105
1586,113
1905,109
1931,109
2114,112
2153,110
2192,110
2544,108
2733,106
2900,109
82,109
187,110
371,111
594,108
781,117
934,111
951,108
1272,109
1600,110
1653,106
1765,111
1892,109
1947,118
2436,109
2650,110
2756,111
3066,110
1325,111
1553,116
1646,112
1810,110
2005,115
2850,111
2910,113
2976,111
131,117
629,119
925,112
