x,y
1680,14
1576,16
1635,12
1594,16
1607,23
1558,29
1647,28
1674,28
1588,29
1639,31
1576,33
1665,36
1718,36
1570,38
1549,41
1823,48
1569,51
623,61
1574,58
1556,70
1621,63
1768,66
1788,65
1634,66
1682,65
1779,65
1666,71
1683,72
1692,74
1504,76
1586,75
1611,78
1600,79
1790,79
1545,87
1766,87
1757,89
1829,90
1477,92
1562,91
1503,97
1575,104
1756,97
1801,96
1473,98
1482,100
1547,98
1540,101
1694,103
1750,104
1489,108
1742,111
1457,114
1474,112
1694,115
1710,115
1593,117
1562,117
1759,119
1771,118
1481,123
1496,125
1571,120
1780,122
1461,123
1472,123
1727,122
1431,127
1714,124
1740,127
1402,130
1606,130
1728,132
1822,132
1697,139
1716,134
1370,135
1544,138
1484,141
1547,144
1638,145
1723,143
1430,152
1534,147
1500,150
1511,148
1390,151
1445,153
1627,150
1685,151
1703,154
1384,154
1519,153
1661,152
1675,154
1559,159
1752,157
1403,157
1861,157
1538,158
1693,160
1576,161
1636,160
1416,162
1614,163
1834,164
1461,163
1473,168
1529,165
1556,166
1625,168
1522,167
1769,167
1608,170
1705,168
1799,170
1463,180
1712,172
1707,177
1540,174
1547,179
1574,178
1861,184
1668,185
1826,184
1385,189
1480,188
1342,187
1366,189
1403,192
1473,197
1681,192
1806,191
1512,193
1524,192
1504,194
1417,200
1463,198
1562,196
1635,198
1484,199
1496,201
1674,200
1714,199
1738,204
1378,201
1531,199
1614,202
1655,200
1706,201
1843,204
1767,204
1857,206
1435,207
1442,205
1479,208
1729,207
1567,211
1403,214
1458,213
1468,212
1389,219
1445,216
1803,217
1294,224
1309,218
1484,221
1556,219
1710,219
1785,220
1414,220
1666,220
1862,222
1465,230
1450,228
1525,225
1401,230
1585,228
1694,229
1310,232
1481,240
1570,232
1252,232
1434,234
1515,237
1257,238
1282,236
1528,242
1597,240
478,239
1753,240
1794,247
1305,241
1865,241
478,245
1657,249
1377,248
1387,251
1465,246
1316,252
1446,250
1551,253
476,256
1583,252
1289,255
1426,256
1485,255
1509,256
1632,257
1540,260
1796,263
1299,261
1437,262
1526,271
1573,260
1394,263
1453,262
1462,262
1493,262
1551,270
1270,266
1370,263
1626,265
1610,270
1765,267
1284,273
1444,268
1469,272
1777,274
1366,280
1512,277
1645,279
1485,277
1704,275
1295,278
1312,280
1381,278
489,292
1389,282
1580,282
1608,283
1628,284
1708,288
1256,289
1330,286
1435,287
1472,288
1796,291
1246,290
1495,291
1610,290
1665,292
1235,293
1303,291
1641,295
1205,297
1612,295
1685,305
490,302
1220,300
1622,301
1549,303
1732,302
1807,315
1262,307
1645,307
1230,305
1242,308
1705,308
1623,307
1739,313
1568,311
1618,315
1229,316
1215,316
1479,319
1555,317
1596,321
1634,321
1254,324
1398,321
1568,323
1613,323
1875,324
1467,325
1699,325
1495,327
1581,328
1659,327
1213,332
1536,329
1559,326
1636,327
1189,336
1362,329
1800,335
1467,333
1665,341
1124,336
1413,333
1689,335
1725,338
1824,337
1857,335
1204,336
1230,339
1468,341
1634,341
1171,342
1810,344
1924,345
1425,340
1681,342
1901,343
1512,345
1196,349
1585,348
1604,348
1627,349
1439,351
1612,348
1642,349
1354,351
1654,351
1688,356
1791,354
1239,359
1413,361
1606,358
1807,359
1819,360
1129,359
1645,361
1421,365
1443,373
1115,368
1644,371
1658,365
1146,370
1480,369
1614,369
1821,372
1351,374
1693,374
1772,375
1797,369
1332,379
1552,375
1571,378
1166,383
1614,384
1764,381
1798,384
1568,387
1739,389
1235,391
1263,390
1406,391
1528,390
1550,391
1342,399
1510,402
1314,396
1270,399
1472,408
1541,399
1550,405
1736,401
1811,401
1218,404
1402,410
1597,402
1692,403
1727,401
1118,406
1374,405
1576,403
1794,410
1090,410
1418,408
1459,406
1493,406
1535,407
1621,410
1320,414
1230,415
1546,415
1349,421
1537,420
1736,430
1747,429
1048,435
1523,431
1594,435
1713,433
1584,432
1080,436
1151,441
1573,441
1167,444
1366,443
1561,444
1742,444
1081,448
1486,452
1497,445
1833,448
1064,451
1696,452
1817,453
1115,458
1171,456
1750,455
1823,460
1276,461
1423,463
1695,463
1706,463
1412,465
1489,469
1644,463
1656,465
16,466
1102,471
1817,473
1396,471
1586,474
12,472
27,477
1221,479
1700,479
1610,482
1707,480
1721,483
1002,490
1606,490
1371,493
1045,498
1389,501
1417,497
1534,498
1513,504
1571,504
1009,512
1119,511
1763,508
1152,512
1464,512
1038,515
1561,521
1094,524
976,523
1224,525
1537,524
1147,525
1753,527
1368,527
1433,528
1405,529
1476,531
1659,530
1845,536
1628,531
1210,538
1332,536
1749,538
1491,538
845,541
1735,553
1294,541
1600,547
1514,550
1839,546
1784,550
1686,552
1858,552
1245,555
1754,554
1024,556
1452,554
1646,560
1249,561
1498,563
1865,572
1139,569
