x,y
482,13
167,16
230,19
603,30
542,32
243,68
1312,86
201,94
952,96
73,100
1408,115
949,115
148,125
937,140
173,158
1283,164
52,183
1093,181
499,190
560,224
145,255
1234,283
66,287
623,294
515,298
529,302
472,322
862,325
206,357
623,352
1535,374
1045,390
1159,416
461,454
852,452
833,474
529,478
643,482
1347,487
1349,495
1257,508
82,518
483,519
1443,521
589,552
154,606
468,611
5,642
377,646
1502,668
207,676
227,698
513,707
1533,733
688,746
123,758
442,799
789,834
128,857
734,860
443,916
3,924
304,938
271,955
165,967
433,988
104,991
125,997
361,1004
34,1021
992,1021
741,1032
97,1031
279,1040
1251,1040
1325,1045
1085,1063
174,1066
204,1064
759,1062
1136,1062
790,1066
783,1072
783,1083
364,1098
1055,1099
1517,1097
705,1100
770,1099
424,1108
124,1108
750,1151
875,1157
99,1164
798,1165
549,1181
664,1185
804,1194
874,1212
61,1222
1184,1222
700,1227
1440,1260
274,1285
959,1314
1052,1280
1075,1284
1064,1289
1114,1300
84,1327
465,1326
406,1332
526,1331
946,1348
1439,1353
1,1355
956,1357
956,1366
837,1380
449,1387
862,1388
1234,1396
1380,1396
76,1393
859,1404
1414,1401
822,1403
280,1413
1029,1417
383,1437
1396,1442
554,1446
144,1445
301,1458
443,1460
610,1463
690,1463
709,1463
75,1465
1146,1467
1383,1475
506,1482
1532,1486
475,1507
1194,1514
809,1513
815,1512
1509,1521
1141,1519
154,1577
1388,1581
1088,1587
1243,1592
1311,1597
1173,1604
93,1605
927,1612
54,1615
1280,1623
410,1631
1470,1636
72,1643
383,1653
627,1654
1102,1651
1149,1654
813,1653
1253,1658
463,1662
158,1664
675,1663
941,1663
1038,1664
1256,1669
1470,1674
715,1672
887,1674
1223,1676
1529,1675
231,1680
1376,1686
639,1698
744,1695
1169,1701
404,1702
487,1712
682,1714
881,1717
1335,1720
1236,1721
1534,1726
988,1730
101,1727
532,1742
817,1741
348,1756
1201,1767
1380,1766
420,1768
497,1774
1466,1781
708,1781
116,1784
1336,1794
474,1799
662,1800
391,1797
1108,1798
382,1808
1108,1805
445,1815
1290,1813
280,1817
707,1823
545,1824
173,1826
980,1831
646,1838
483,1840
239,1842
846,1848
589,1851
28,1850
1200,1861
1318,1864
1037,1870
1391,1867
105,1883
627,1886
794,1883
570,1892
782,1892
276,1902
1337,1901
1276,1900
1496,1903
996,1907
1101,1909
1421,1914
485,1923
1052,1922
1162,1926
537,1942
662,1941
787,1947
1370,1946
131,1950
833,1945
1522,1948
330,1953
216,1955
608,1960
834,1960
1004,1969
1311,1969
644,1971
884,1972
1177,1975
596,1976
1474,1985
184,1989
498,2013
897,2023
1344,2030
546,2036
1085,2040
1204,2043
1423,2041
833,2055
1145,2054
24,2062
472,2072
766,2075
107,2072
1361,2075
1528,2077
917,2085
644,2079
668,2084
1292,2096
832,2097
974,2097
648,2102
245,2110
453,2113
1379,2111
56,2122
1165,2124
148,2130
1301,2132
921,2132
1053,2149
1112,2152
984,2158
571,2165
1178,2167
1506,2167
832,2171
84,2171
504,2175
705,2177
1250,2184
991,2205
628,2207
1417,2214
179,2223
1363,2231
769,2231
1256,2233
253,2238
482,2245
933,2258
1001,2259
833,2260
1062,2271
393,2272
765,2277
160,2290
1271,2293
1209,2304
246,2305
1011,2305
1154,2308
878,2312
469,2315
1455,2320
533,2321
1039,2319
60,2324
760,2341
994,2340
372,2341
714,2348
1057,2350
143,2359
438,2368
513,2367
934,2370
1165,2369
1344,2387
514,2387
274,2398
198,2397
351,2404
1489,2398
1220,2404
425,2412
1060,2413
62,2417
1167,2423
884,2424
1113,2424
1360,2425
126,2429
1430,2432
1001,2441
1235,2445
329,2448
1299,2447
825,2458
176,2463
1174,2466
487,2471
36,2471
561,2474
1009,2481
670,2483
119,2487
944,2490
1127,2493
1527,2497
1391,2506
1328,2510
886,2529
720,2526
1473,2534
89,2537
720,2535
231,2541
293,2551
157,2557
944,2554
24,2559
1072,2561
1419,2566
1021,2574
1143,2569
1209,2578
215,2582
1160,2580
793,2593
5,2590
890,2591
831,2593
1347,2597
71,2600
650,2600
952,2604
370,2611
276,2613
710,2614
130,2618
1076,2628
1023,2629
1369,2632
424,2631
763,2635
776,2635
1169,2644
1229,2649
189,2652
47,2651
1470,2660
1308,2661
1121,2661
414,2668
1078,2677
245,2682
346,2683
709,2687
528,2694
99,2700
17,2710
