x,y
830,7
848,3
871,2
883,3
855,12
930,8
879,10
839,11
920,12
941,13
868,16
975,18
991,18
880,23
935,21
956,22
1006,25
1027,26
984,36
974,29
1016,30
896,31
935,34
946,34
960,35
997,40
1027,36
1037,34
913,41
1048,38
1060,39
929,44
960,44
1068,45
1090,48
822,52
952,53
968,54
996,53
943,55
980,55
1050,56
1066,58
1027,60
954,66
1006,65
1072,67
964,67
1113,68
1053,70
978,77
1067,75
964,78
1103,76
1114,80
986,81
1045,81
1082,82
1124,82
1021,84
1068,86
1135,85
1153,85
992,88
1010,87
1058,89
1108,91
1044,91
1090,97
1118,92
1177,92
983,100
1130,96
1153,97
1205,100
1117,103
1187,105
1101,105
1133,105
1196,108
1054,110
1124,110
1217,111
1109,114
1131,115
1205,114
1227,113
1194,117
1227,126
1080,122
1026,125
1260,121
1246,124
1200,125
1073,136
1016,133
1007,137
1233,140
1273,138
1291,144
1109,143
1014,151
1268,150
1311,149
1316,159
1235,160
1028,165
1267,163
1149,168
1298,164
1137,165
1234,169
1295,172
1323,170
1022,171
1178,178
1333,174
1315,188
1013,178
1028,179
1158,181
1218,183
1320,176
1046,181
1290,181
1121,184
1329,185
1146,185
1235,186
1302,186
1166,187
780,192
1206,193
1221,192
1026,196
1259,194
1181,201
1303,195
1325,197
1118,199
863,203
1338,202
1099,208
1204,204
1215,206
1254,203
844,208
899,206
1165,206
1266,206
1409,207
1049,209
1294,211
1305,209
1352,214
933,212
1318,211
1330,210
1423,209
1148,212
1274,212
880,215
1445,214
958,216
1193,216
1555,217
1252,220
1369,218
1490,221
1327,222
1507,224
1028,226
1148,229
1204,226
1265,225
1467,227
1302,227
1340,226
1319,228
1430,230
800,231
1532,230
824,235
873,233
1331,233
900,235
1227,237
849,237
1092,243
1216,237
1308,241
974,239
1028,243
1482,242
1504,242
779,241
950,241
1246,240
1405,240
1390,243
1548,242
266,247
1600,245
930,247
1292,249
1626,249
306,253
810,252
1047,251
1251,250
1425,254
1224,253
1270,253
1612,254
986,255
1068,254
915,257
1008,257
1165,256
1282,258
1300,258
1587,257
832,260
1396,259
