x,y
49,2
525,2
1259,5
1339,2
1535,5
1827,31
1326,6
230,6
1227,10
1482,9
1514,11
68,7
1360,12
1455,14
1290,16
1393,15
58,16
66,18
1258,21
1302,22
1495,21
570,20
1813,22
570,26
590,26
596,26
1818,31
1416,31
1557,33
584,30
1265,33
1240,37
1316,38
1337,37
1461,36
2390,39
238,34
1192,44
1401,44
1434,46
1526,46
1275,48
1375,53
50,50
1453,54
216,54
227,55
545,54
1314,59
1363,58
1421,58
60,58
50,64
1298,67
1471,67
422,66
406,68
430,68
447,67
236,68
1932,70
243,72
514,71
1333,76
1394,76
50,74
401,74
421,74
442,74
1258,77
1445,76
40,76
248,76
438,76
1514,77
1574,79
1353,82
28,83
37,80
46,79
418,79
441,83
1313,85
1414,85
1434,83
413,82
429,82
491,81
1289,90
422,84
1487,87
245,84
409,92
1389,88
36,88
426,88
451,90
474,88
490,88
1504,92
18,106
244,94
1364,97
1460,97
36,96
41,95
475,97
1409,107
32,101
42,100
246,100
404,100
422,100
1305,101
1538,105
242,103
370,103
1175,107
1215,105
1329,108
1144,108
1253,109
30,111
400,119
1073,117
1429,117
244,117
1223,116
1382,116
1456,118
17,118
1127,121
1306,120
1512,120
3,120
408,119
426,118
1275,122
346,120
418,118
1340,130
1471,130
1143,131
1182,130
1238,130
1327,130
1560,131
234,128
398,129
405,135
1494,133
414,130
1372,135
1392,135
1419,136
416,134
338,138
1428,141
302,140
1592,144
1069,146
1164,145
1279,146
1407,148
1679,147
315,145
392,146
1556,149
1450,151
272,151
311,150
1469,151
1484,154
1500,159
215,153
1051,159
1347,156
198,155
207,154
1118,156
1295,156
290,156
1134,161
1515,160
186,157
968,162
1326,163
1084,164
1100,162
1394,163
262,162
281,163
326,177
330,165
953,170
1288,170
1483,170
1189,172
1526,170
1566,171
1624,176
328,172
1417,178
1009,180
1440,181
1556,180
1597,181
1653,183
230,182
306,182
239,183
246,184
289,185
298,184
1315,189
1335,188
1374,188
912,190
1146,189
1455,190
1537,189
1583,189
1033,189
1086,192
1106,191
1389,194
311,191
1046,195
262,193
313,195
1437,201
1517,202
933,203
1411,202
301,206
1773,206
1357,207
1466,209
182,207
218,208
997,212
1380,210
227,211
1542,214
1573,212
1763,210
334,212
871,215
1511,214
53,213
204,216
1495,219
1609,219
158,221
175,218
196,218
218,216
1786,219
358,225
968,223
1013,224
1132,222
1396,221
140,222
178,222
564,228
831,226
1046,226
1383,226
1635,224
171,225
184,224
1118,227
1166,227
1353,228
1472,224
115,236
146,230
203,225
332,226
1092,231
1770,226
1774,228
1791,229
128,228
640,236
1527,229
532,236
1416,232
1572,244
1206,235
135,235
614,240
1073,241
1502,236
1626,236
126,236
994,240
1448,239
330,238
932,241
1051,238
1783,239
339,246
1470,242
1539,244
1680,243
146,242
1597,246
1400,247
1789,246
572,252
1037,249
1130,249
1150,251
1496,248
951,251
1234,250
1064,253
1097,254
78,252
109,253
817,257
1789,252
904,256
1254,258
1277,257
1360,258
1489,257
1381,259
1505,257
97,258
966,261
996,262
1450,262
1518,263
1531,264
1227,270
1424,269
1662,266
1052,271
