x,y
72,10
96,34
150,43
216,55
87,70
68,83
212,88
443,89
206,131
375,147
518,155
509,197
576,207
131,224
145,226
1818,241
345,251
1626,251
2434,267
2378,270
2423,271
1736,274
570,287
1734,287
2295,309
398,313
637,315
1443,317
1965,315
2577,317
413,321
2129,330
2,329
2050,335
3014,340
3108,348
2301,347
79,351
542,353
1793,352
2339,354
1551,361
2191,363
1801,363
1871,363
827,366
1440,370
187,372
626,374
1931,379
150,392
2346,395
2499,393
2591,397
2051,398
900,404
216,408
2314,414
3077,409
177,407
784,413
2124,416
861,417
506,421
687,422
2030,419
343,419
2967,423
2450,426
2899,426
346,424
1745,430
1630,438
599,444
2300,448
447,452
3107,453
3386,457
2567,456
2849,456
4,462
1253,463
2107,467
3027,463
1134,471
3333,470
444,470
2102,479
2189,470
2800,475
1018,478
3221,474
1639,478
3276,478
731,481
2211,480
2589,479
138,482
1648,490
1629,492
1816,488
2038,496
2270,487
1626,485
2193,487
613,499
894,496
2848,492
3072,495
2148,501
2196,499
2637,510
2856,506
1060,510
604,508
2827,509
3036,511
2512,516
362,521
850,520
2568,524
2427,525
3052,525
732,531
996,530
47,532
1205,532
1744,534
344,531
1564,537
2111,539
2379,536
3345,545
1318,543
1522,539
2905,543
2377,542
1659,543
2465,548
3112,548
1645,553
1730,556
406,559
573,558
865,563
952,562
106,562
1454,566
1979,567
2214,562
2981,566
96,568
134,567
1735,570
3048,568
1891,572
3286,566
3276,571
1219,576
2922,578
758,580
1121,580
2345,580
2040,585
2870,588
383,590
1950,590
1015,593
864,596
2279,595
2959,596
1687,598
1310,605
1409,604
3072,603
2431,606
822,614
933,617
2016,616
2629,620
1471,619
1461,623
2069,631
1223,631
2358,630
1042,632
2527,633
766,635
2778,634
1127,635
3306,636
1662,643
490,642
1840,642
1601,645
2718,647
3063,651
809,653
1397,655
2648,655
2476,654
43,658
1551,656
1597,659
1817,657
2384,659
1490,664
2029,664
3216,661
1608,661
2563,662
2576,664
916,669
2385,665
1810,671
1401,671
1938,675
2842,673
1099,680
2348,674
2984,677
3000,675
550,678
734,677
1295,677
2114,676
1590,680
1005,681
412,686
1676,683
2772,686
478,688
1213,689
2470,690
3143,690
810,694
2234,696
2636,700
3148,703
3068,697
3178,710
883,706
2710,704
2825,707
3359,705
3077,712
1417,715
1485,716
636,719
2447,714
1036,719
2419,719
2447,719
2940,728
3088,725
3147,731
1913,731
2784,728
927,733
1295,731
1143,732
862,736
2466,734
3106,733
251,737
1560,738
2620,736
3210,736
464,739
2673,744
1611,746
3118,746
1213,746
1786,746
1076,754
1671,756
1473,755
2539,755
2836,755
1385,758
3159,755
1926,764
854,765
2452,766
2095,765
2896,772
1043,776
3134,776
563,778
1246,777
2771,778
669,783
2985,783
3172,784
389,788
2963,781
1197,785
854,790
2426,793
2835,794
433,793
2112,791
2261,797
1016,797
1534,802
2333,799
2526,799
2594,801
3111,804
2688,804
390,806
3237,807
1845,812
2774,812
949,818
1076,816
1156,817
3014,819
1418,828
2236,827
2482,830
512,833
1218,835
2428,832
3381,840
312,837
649,836
2607,835
440,837
1433,836
1833,833
3135,836
1501,839
2530,842
2104,850
3133,841
1038,847
2689,846
2766,849
2117,847
2834,852
1286,856
3055,854
2335,861
3242,855
1386,862
2315,862
2458,866
812,871
1151,875
2434,870
2586,872
1442,882
2788,878
441,883
812,882
2215,887
542,889
1642,894
2882,890
1375,896
2380,902
317,906
2302,903
3028,902
1451,909
1544,908
3131,912
1313,908
1391,908
2698,909
2890,908
2453,909
1241,913
2539,911
3033,915
1392,914
2507,919
2814,915
2903,920
3090,916
3119,918
1609,921
2255,923
2990,917
2347,926
1843,928
2196,927
2809,931
2764,930
2795,929
1753,943
2447,939
2261,944
66,954
1574,960
2185,959
1762,961
2525,966
2649,967
2715,967
2060,977
2462,982
1658,984
2559,982
3038,986
2810,987
1884,989
1675,994
2035,996
2020,1002
3372,1011
2231,1032
2351,1033
3273,1035
2997,1039
3093,1037
2423,1041
2710,1045
2817,1062
2647,1113
2547,1119
2542,1164
2152,1180
2829,1180
2140,1190
2148,1207
1791,1243
376,1244
1089,1244
1156,1244
