x,y
1338,10
1393,16
1328,14
1328,24
1304,31
1436,30
1652,28
1290,36
1330,37
1432,42
1332,52
1407,53
1315,60
1279,61
1529,64
1660,66
1361,68
1506,67
1267,75
1002,75
1217,81
1734,78
1168,85
1279,84
1445,87
1694,92
1289,98
1204,94
1558,95
1774,100
1564,111
1690,105
1321,111
1195,108
1403,107
1344,112
1386,112
1293,116
1604,114
1404,118
1308,116
1358,118
1305,124
1585,125
1630,124
1090,126
1194,133
1335,129
1155,132
1235,135
1080,135
1344,139
915,144
1162,143
1178,146
934,147
955,152
1234,150
1108,158
1204,161
1187,155
1288,156
907,161
1122,158
1175,155
1143,161
1255,162
1521,164
1277,168
914,172
1467,173
1239,171
1071,175
1346,180
1605,177
1179,182
1224,180
1509,179
1530,180
1081,182
1256,187
1240,187
1404,184
972,190
836,197
1165,196
1017,200
1207,198
1366,200
1124,204
1250,204
1138,208
1245,210
971,214
1079,218
993,225
924,222
1178,219
1263,222
1105,230
1129,229
1083,232
1171,232
1159,237
1290,239
1114,242
642,248
859,252
1200,255
648,255
1101,265
1019,266
784,268
1074,268
1122,271
871,274
1153,280
913,282
1140,278
880,286
1015,286
1039,285
842,292
1133,292
1219,292
931,295
1026,296
911,302
1087,309
847,306
963,303
1101,318
824,321
1283,322
1063,323
1049,323
754,330
800,333
842,332
1061,337
1095,335
881,338
923,341
837,348
1120,347
1101,352
963,352
815,356
1046,357
1256,361
1057,364
947,365
1152,362
1065,365
759,370
872,370
1169,375
1256,375
722,381
962,378
1055,382
1328,383
1273,382
1148,386
1261,386
1084,395
1168,405
938,406
1138,411
1153,412
831,415
931,418
735,431
1084,430
695,437
1169,435
1099,436
1145,449
1348,444
705,447
1103,449
1311,446
735,450
1080,450
1061,449
1324,454
1059,460
1032,475
930,471
1091,479
1079,480
1105,482
1122,483
689,488
1071,491
1122,491
1227,491
1368,498
762,496
981,498
1230,500
784,501
955,502
1195,505
1312,498
804,507
1099,510
1388,513
708,521
766,519
751,525
817,526
1250,526
884,527
1403,532
1133,528
1143,535
765,540
1170,543
1195,545
893,558
1270,559
782,561
1099,565
795,571
893,571
1213,573
1262,571
1383,572
1532,575
883,578
1391,580
1462,585
1102,588
756,596
1065,592
1199,597
1380,594
656,599
1471,599
1590,604
896,604
901,616
1210,609
1272,612
1416,618
1142,611
1149,621
786,623
838,622
1091,627
1264,633
1182,639
1505,639
1305,641
639,649
785,646
722,654
938,655
676,658
866,658
1245,659
1512,668
1317,668
622,676
1249,693
933,702
986,709
794,717
1024,709
1041,725
1028,715
1163,722
907,728
980,735
1022,734
892,726
639,734
1232,739
639,748
1394,743
1396,758
1113,760
1515,755
1739,758
852,759
890,761
1302,762
1711,766
1350,766
955,771
1316,778
776,777
1420,776
1424,772
1650,779
1340,785
807,785
1153,788
1416,783
1252,787
1460,793
1724,800
1252,793
1339,800
1418,794
980,800
1273,802
516,807
1617,801
1632,809
1494,842
905,820
1498,814
1280,819
1488,818
1323,824
1022,823
1221,834
476,833
1054,837
1344,844
1039,844
1552,851
1707,859
1302,864
1312,863
1488,868
1298,875
1255,892
1748,900
1577,897
1296,906
1692,905
1685,910
1555,908
1562,908
1722,911
797,921
1228,918
1783,924
677,925
927,928
962,922
798,932
1157,932
1434,932
678,942
1793,945
831,945
1550,942
1342,947
1164,958
1171,954
1178,954
1486,953
831,959
1142,953
1187,962
767,966
1856,976
1289,971
1577,981
1894,987
1315,987
1331,988
500,996
986,1002
1092,995
1518,1014
1297,1029
1846,1025
1441,1027
1222,1028
1131,1030
1527,1035
599,1037
1188,1041
1529,1045
1203,1057
1093,1059
1270,1069
1879,1063
962,1058
1321,1061
1794,1066
1587,1078
1573,1081
1265,1090
2063,1110
1391,1119
1544,1124
1500,1141
1575,1135
1592,1138
227,1144
1557,1148
1182,1156
1612,1155
1722,1156
213,1169
225,1173
947,1193
1951,1193
1338,1194
1996,1199
1261,1208
1996,1209
603,1223
1210,1227
1993,1230
605,1238
827,1250
1258,1244
1986,1254
2030,1259
1949,1260
1197,1269
1142,1279
1206,1284
1192,1280
2005,1300
1412,1294
1211,1294
1172,1297
1343,1305
704,1301
1091,1313
2088,1307
1372,1327
1094,1331
1190,1330
1173,1333
1195,1337
39,1337
1016,1345
42,1340
1204,1342
1197,1348
1775,1356
1013,1361
2077,1366
2072,1383
1048,1400
987,1399
1639,1402
1641,1414
983,1443
1074,1452
1521,1472
1555,1477
1522,1482
686,1501
1108,1510
1597,1509
1531,1516
1733,1521
838,1528
730,1528
907,1539
726,1544
726,1562
2298,1563
