x,y
1453,9
1460,9
1469,14
832,20
1470,26
739,30
1455,33
1725,34
1445,36
129,39
1402,40
1470,40
162,41
1461,41
2868,40
1464,55
1473,53
1818,59
337,67
1724,66
1753,65
1787,65
1824,68
1818,68
126,70
350,72
625,73
1259,72
1273,72
1287,72
1296,72
1241,74
1318,74
1329,71
322,75
381,72
410,76
639,76
134,79
306,77
562,82
575,81
611,78
709,79
1248,82
1468,87
589,85
688,84
1195,82
1848,82
441,85
955,94
1005,95
531,91
570,89
768,90
214,92
515,92
613,95
1134,92
577,92
735,94
830,97
1191,97
1207,93
1428,97
1476,92
1563,94
1588,95
145,96
177,95
386,100
407,103
546,95
644,97
666,96
725,96
1177,96
477,96
503,98
597,98
332,107
580,100
633,100
756,98
1409,105
1449,98
1825,98
357,103
701,101
1165,101
239,106
343,104
375,105
607,102
218,108
429,108
460,113
1049,108
1396,106
763,110
974,112
1082,107
1214,110
1204,109
200,113
344,119
538,116
1201,116
1225,113
1434,113
417,117
447,119
928,116
943,115
951,118
428,122
669,119
919,118
92,123
377,122
390,123
635,122
696,121
1223,123
1447,119
1029,123
612,127
502,128
1206,127
1475,129
33,134
622,130
417,134
488,135
1106,139
1117,134
442,146
616,134
612,136
1111,137
1472,137
115,140
582,139
1252,139
1851,139
574,143
282,147
481,146
500,152
1120,145
1754,144
463,149
1138,146
569,152
1512,151
543,149
639,153
11,157
597,156
620,152
980,155
1528,160
2,158
477,158
615,161
1761,162
514,162
1536,160
1751,160
38,164
526,164
984,162
1020,162
475,163
575,165
634,165
1025,164
509,171
653,166
1001,166
1585,178
1006,176
598,177
954,181
1558,182
607,184
643,188
1036,185
1707,187
1718,188
628,190
991,194
1488,196
602,194
984,194
161,198
187,205
1114,194
1578,197
1450,201
1467,202
1298,203
1317,202
1326,204
1398,201
1518,202
711,205
1148,206
89,209
726,209
1093,210
1530,208
1149,213
1531,214
334,224
342,215
862,215
1496,216
1584,212
728,219
753,215
1554,225
1576,226
2744,222
788,223
929,224
1387,221
1654,223
816,223
884,223
2736,223
908,224
2755,225
468,231
825,238
699,230
727,235
1595,232
1612,247
500,237
675,246
386,240
869,244
916,245
1542,242
428,246
891,244
1555,245
597,246
1103,254
1582,243
696,246
1087,249
1500,246
1220,250
1342,252
1615,250
960,256
1204,253
480,256
1031,259
1084,259
1510,260
1467,266
1498,264
751,263
1021,263
1039,262
1483,263
482,276
990,266
1445,267
973,275
782,270
579,273
1144,271
1427,278
1514,278
467,279
1463,287
1573,279
2896,282
2037,285
747,289
820,287
1443,284
1558,285
515,290
459,290
712,289
1553,288
1650,288
1056,291
1383,290
2028,291
1388,293
2112,297
2117,294
448,298
2555,296
2736,296
421,299
1006,299
1458,300
2584,296
486,300
1332,305
2559,302
1299,306
1535,304
2736,304
337,309
795,309
814,308
914,308
981,309
2564,311
1291,310
1513,310
413,312
2539,312
480,315
300,316
1531,314
2604,314
666,318
1076,316
1096,329
1482,321
1052,321
1334,318
1325,319
1318,325
1417,326
1496,325
1066,326
1328,328
1358,332
2605,329
408,338
1109,332
1434,343
1471,330
2636,328
392,333
1309,334
2475,333
554,340
1061,335
2511,332
355,337
503,338
822,340
1449,343
1462,336
2728,340
1425,339
88,342
461,342
809,342
1356,347
1532,343
1566,343
383,347
879,347
1377,349
2684,345
2711,343
335,351
1062,350
1393,348
1407,349
2694,344
1525,347
857,352
982,354
761,353
713,354
964,355
974,354
1365,357
1383,354
699,358
769,359
1257,361
1338,359
1390,355
2282,360
97,359
912,361
923,361
956,361
1035,360
1072,362
1149,359
1353,361
1422,359
789,359
801,362
970,360
1204,361
1382,362
861,366
879,370
1049,364
1331,365
102,373
1042,370
909,374
933,373
976,369
1214,369
969,376
1030,374
1056,378
987,378
1019,376
1064,373
1209,375
1297,375
1345,374
789,383
819,381
1012,379
1192,381
526,379
870,382
1256,390
1441,383
1039,387
1078,387
1429,384
140,386
1202,388
1336,389
1405,386
1088,390
1146,388
1016,392
1061,398
1210,395
1344,388
1350,393
1356,390
1467,390
1188,395
2619,392
2626,393
97,402
1083,400
1179,396
1098,403
1288,402
1032,400
1117,403
1358,408
1483,399
1267,410
1427,407
64,406
1401,408
1483,406
1410,408
1505,407
1086,410
1108,413
1210,418
1229,414
1328,413
1466,411
1493,412
180,416
1055,414
1072,416
1298,414
1391,414
754,417
1043,414
1195,416
1485,415
945,421
1175,419
1287,417
1455,416
686,417
688,424
1374,420
1384,421
1422,420
1473,417
624,427
814,421
1095,420
1188,429
1398,420
1406,420
768,425
1232,423
1249,426
821,424
1166,426
1481,431
1089,434
1378,435
1441,430
88,434
108,430
1208,433
1360,438
1400,435
1303,433
1415,436
1322,440
1023,453
1111,440
1238,440
1394,439
1478,445
1492,441
1509,448
623,447
1001,444
1178,442
631,444
1391,448
761,446
773,446
1111,449
1248,445
1309,453
1340,449
1262,452
1276,452
1464,450
1494,447
1014,450
1201,456
1381,451
1403,450
1465,460
194,454
1076,455
1292,456
1442,460
158,460
995,464
1415,460
1452,461
1524,461
1066,465
1087,467
1269,463
91,474
128,468
1034,469
1113,465
170,470
1074,469
1192,475
1223,470
1233,473
1295,472
1331,466
1481,468
1007,477
1250,467
1359,468
1211,470
1250,475
1310,471
1495,469
751,472
976,472
1104,478
1143,472
1347,473
1419,472
1057,476
1268,473
1276,479
1443,474
1513,476
160,477
1020,476
1313,480
1502,476
1387,482
1138,481
1216,490
1303,479
1079,489
1263,485
1020,485
1331,487
1386,502
1040,489
1099,488
1135,489
1242,488
1271,494
992,493
1303,494
1363,491
1438,492
239,493
998,500
1233,494
1248,492
1111,493
1454,496
1058,502
1139,496
1038,500
1194,500
1250,500
1464,501
1303,501
1326,506
1357,511
1474,506
162,512
1025,514
1122,511
1182,509
1402,512
1345,512
1380,515
1428,514
1452,518
1214,520
1275,517
995,516
1271,516
1134,520
24,523
189,528
1281,526
153,529
1146,525
357,526
967,528
1169,533
1398,526
1334,535
1448,533
49,532
1378,530
1425,530
1532,530
1039,539
1118,535
1206,531
978,548
1219,535
1425,536
1438,534
1466,537
1480,535
173,537
1261,537
33,545
163,539
984,540
796,541
1102,540
1132,546
1494,541
14,543
1203,546
1353,544
192,546
662,548
148,547
1003,550
1097,551
1157,548
1359,552
1384,554
1469,551
691,553
1223,553
1336,553
213,559
1207,557
1232,561
1487,556
1348,559
798,566
827,561
1095,564
1369,565
1488,564
984,570
1181,565
1422,566
146,570
811,568
1144,569
108,567
1174,568
1084,569
1396,571
1199,573
115,578
1130,582
1434,576
1098,577
1087,581
1210,581
1260,589
1442,584
1456,587
1240,590
52,594
243,595
1216,597
1426,594
1141,596
1208,595
1237,601
1339,595
1079,595
1354,597
1067,599
46,614
1053,601
1105,606
1256,602
1280,605
1127,606
216,611
1176,606
1362,608
1019,609
1066,611
1159,611
1200,608
1297,610
1078,611
1037,619
1148,613
1174,616
1310,614
1324,614
1421,613
1121,619
1257,614
1275,618
1480,614
1086,618
1248,617
1137,618
66,623
1501,622
2240,622
56,622
154,626
1190,624
1284,627
1032,628
1056,634
1273,629
1350,630
1227,636
1444,634
1071,634
150,640
1413,641
2187,641
1175,643
1275,642
1126,646
1460,649
2220,647
1171,649
130,654
1089,656
1210,654
1378,659
1396,656
1473,660
1491,656
1042,659
1179,659
1187,657
1435,660
1500,660
1233,664
1051,669
1072,663
1513,664
2168,664
2208,662
1317,676
1181,666
1275,665
1105,671
1217,668
1084,674
1119,672
2198,682
1183,675
1247,677
1007,680
1043,691
1090,680
1098,680
1133,684
1391,683
1020,689
2282,684
1295,688
1082,694
1125,694
2161,694
994,694
1199,704
1425,697
2138,698
1097,701
1151,701
1224,708
2221,706
2241,701
2304,701
1086,703
2156,705
997,711
1281,708
1035,710
2186,713
1338,713
1404,714
1017,716
1152,719
2255,717
1095,718
1171,716
1364,719
2230,720
2269,720
1051,722
1332,720
2294,721
1035,724
1124,723
1195,722
2178,725
1010,724
2206,723
1180,730
1249,729
1286,726
1327,730
2207,735
2288,731
1282,731
1070,731
1089,732
1221,737
1388,735
1094,737
1400,737
2265,743
31,738
1337,739
1447,740
2396,746
1067,751
1202,749
1332,743
2290,745
1313,747
1414,748
2245,749
1226,756
1346,758
1254,764
1270,761
2313,764
1332,764
1654,764
2353,765
997,767
1209,771
1326,767
982,769
1396,769
1081,773
122,772
1438,779
2396,773
1132,777
1353,777
984,776
1391,780
2414,778
2310,783
1283,782
2343,789
1149,786
1286,785
1324,787
2454,789
1069,794
1095,793
1171,795
1477,794
1103,795
1234,796
1437,800
1116,800
1185,798
1251,796
1023,799
1122,799
2468,808
1045,808
1184,811
997,813
2358,810
2414,813
1080,816
2502,815
1171,819
1683,817
2250,818
1655,820
2256,818
1047,822
1304,827
498,826
1490,821
1156,830
1365,828
1391,826
1077,830
1106,827
1323,826
1001,829
1050,829
1399,835
2458,830
1116,830
1258,834
1531,831
1630,832
239,833
1029,838
1281,834
1598,838
1657,837
134,835
1127,840
1245,837
1553,837
1570,837
1004,845
1319,842
961,844
2160,844
1301,847
1369,848
1534,849
1639,847
2524,850
1213,852
1353,850
1153,860
1672,852
1689,852
527,852
1118,851
1253,855
2236,856
1049,858
1082,861
1502,860
1552,856
1727,861
2273,861
2330,861
1033,862
1110,862
1039,865
1211,866
1288,864
1359,868
2205,873
1476,879
926,876
1057,878
1627,878
1147,881
1194,880
1397,893
1613,879
1261,881
2292,882
964,899
973,886
1370,886
369,887
1127,885
1330,889
1657,887
1750,886
1519,887
1684,888
979,890
1549,890
1594,893
934,893
1150,894
1642,893
1170,895
1080,897
1135,896
1177,895
1462,898
979,897
1210,897
1521,899
1214,905
1317,910
1644,903
1236,908
1714,914
1592,918
1823,915
2397,918
1053,918
899,919
1269,924
1770,924
1115,927
1698,926
1434,930
1061,931
1322,930
1372,929
1163,932
1170,931
1447,932
964,935
1421,931
1474,934
1662,934
899,942
1521,934
1212,940
1334,942
1368,942
1414,942
1127,943
1701,942
2519,955
1077,948
1636,948
968,958
1860,953
1054,952
1123,960
1361,952
1848,955
2497,961
1320,958
1399,956
1658,956
80,963
1515,965
1695,962
1752,962
1795,961
1822,962
1064,963
1078,963
1195,968
1526,971
2554,968
1370,977
80,970
2524,973
1319,975
90,982
1115,980
1801,978
78,979
1443,983
1431,984
2551,985
987,989
1125,984
1242,999
1763,984
1471,988
1014,990
2506,992
76,990
1792,992
739,995
751,993
1560,993
157,999
1837,997
875,1000
1200,1002
1338,1000
1223,1003
1533,1000
1120,1001
1282,1006
747,1006
1056,1005
2312,1004
1111,1007
1439,1005
1713,1010
1823,1010
2497,1012
1082,1014
1461,1015
1604,1013
1635,1015
1534,1019
1562,1016
1369,1019
1732,1016
1150,1024
1336,1027
1380,1028
951,1036
1449,1031
1863,1030
2554,1032
1278,1033
1113,1037
1901,1035
1298,1037
936,1045
1162,1036
1759,1045
1038,1045
1415,1047
1082,1050
1298,1046
1370,1050
1451,1049
1262,1056
1290,1056
1298,1056
2389,1056
1601,1058
1443,1060
752,1069
1407,1066
958,1068
1149,1076
1311,1079
1516,1076
1195,1080
1260,1081
1170,1077
1184,1080
1053,1080
1288,1092
978,1084
1229,1086
950,1087
1383,1094
1365,1086
263,1094
1570,1091
1080,1094
1156,1101
1527,1097
1061,1104
202,1103
1434,1099
982,1099
1893,1104
1142,1105
1246,1104
1298,1113
1504,1104
1443,1106
1454,1107
413,1109
983,1111
1171,1117
1151,1114
1063,1122
1459,1120
922,1121
960,1134
1545,1137
1931,1136
918,1140
1152,1138
1660,1142
1963,1141
445,1139
150,1147
410,1142
1582,1145
1332,1147
1615,1147
438,1147
1465,1150
1207,1151
1271,1153
1923,1153
461,1151
1167,1154
924,1158
480,1161
1534,1163
912,1167
1395,1170
1580,1173
1610,1174
1961,1174
1148,1175
1083,1176
1198,1181
1504,1173
116,1177
1065,1183
2934,1182
1546,1186
1106,1187
1334,1185
1346,1187
1605,1184
1321,1190
1675,1191
1959,1193
1304,1194
1619,1196
2894,1198
1236,1198
1542,1198
1159,1203
1177,1198
487,1202
161,1210
2845,1208
770,1204
1963,1210
1274,1211
1325,1210
1499,1213
1544,1215
3003,1213
536,1212
935,1216
982,1214
1240,1216
1411,1218
1600,1215
1175,1220
2976,1216
947,1220
1383,1223
2913,1228
534,1228
809,1226
1103,1231
1677,1228
1428,1228
526,1230
1958,1234
590,1245
947,1234
1580,1233
557,1240
568,1234
986,1237
1432,1237
543,1239
570,1245
1172,1246
1280,1246
1672,1248
2007,1246
922,1263
1062,1249
1330,1252
1512,1250
62,1255
2716,1254
754,1258
3011,1255
975,1262
584,1258
1591,1261
