x,y
1338,12
1473,13
1498,12
1308,17
1487,13
1354,20
1410,23
1338,26
1352,29
1516,30
1441,43
1533,34
1543,32
1346,38
1496,36
1276,41
1482,43
1465,58
1487,58
1383,58
1610,64
1384,66
1425,69
1512,69
1576,66
1462,76
1592,78
1640,81
1393,82
1503,83
1628,88
1415,88
1591,92
1660,94
1394,93
1550,93
1534,99
1698,103
1452,104
1492,101
1550,104
1542,109
1598,111
1467,111
1530,113
1494,117
1611,121
1312,125
1735,123
1330,129
1293,126
1476,123
1415,126
1469,131
1821,133
1276,138
1739,139
1474,146
1399,148
1435,149
1456,149
1832,150
1333,153
1409,157
1794,154
1477,157
1336,162
1312,168
1399,170
1387,177
1275,173
1414,173
1250,179
1552,177
1406,180
1432,183
1472,182
1451,186
1865,188
1176,189
1528,191
1467,197
1205,195
1238,196
1304,198
1374,198
1253,202
1227,201
1423,201
1446,204
1814,206
1235,204
941,214
1179,213
1431,217
1779,209
1236,219
1289,217
1608,216
1896,216
1300,217
1321,219
1393,225
1412,225
1845,229
1874,228
1420,229
1328,232
1371,236
1178,235
1448,240
1826,238
1941,239
1437,241
1047,249
1442,251
1350,249
1374,250
1327,252
1430,251
1495,252
1201,253
1404,253
1159,254
1829,257
1144,258
1166,259
1370,262
1453,265
1665,261
1200,263
1250,265
1305,263
1485,273
1804,264
1430,265
1499,271
1656,271
1218,276
1231,275
1261,276
1286,281
1100,281
1112,293
1244,284
1815,284
1328,283
1375,281
1452,289
1271,282
1128,285
950,287
1203,289
1692,290
1092,298
1167,299
1422,305
1671,304
990,306
1137,305
1267,307
1167,309
1199,309
1474,308
1043,309
1511,309
1483,315
1678,313
1225,315
1279,320
1400,322
1474,321
1497,324
1151,326
1375,332
1392,331
1260,335
1516,338
1195,338
1495,334
1019,339
1425,346
1066,349
842,347
1208,347
1247,349
1251,346
1158,357
1820,354
1912,354
1496,368
1056,368
1207,374
1147,369
1194,367
1255,370
1197,389
1333,382
1059,383
1017,384
1338,396
1324,391
957,403
1165,393
1063,394
1345,396
1129,406
1386,405
1013,407
1179,409
1279,413
706,418
1252,417
2167,419
984,419
1132,425
1329,426
1242,432
1119,430
1176,428
989,433
1248,430
1052,437
909,441
1020,445
1114,444
843,451
1030,446
1038,451
1669,457
1080,455
1024,459
1052,458
1317,460
1192,462
867,464
1682,463
2050,473
2095,479
1676,484
832,484
1197,485
1092,490
1114,500
888,496
975,506
834,502
1148,505
1031,506
777,514
1055,518
1711,522
895,526
777,525
1223,530
410,527
1916,531
888,531
1206,537
2143,545
1226,547
1207,548
1213,556
1106,556
654,564
1050,565
960,573
1009,574
1950,579
675,581
1094,583
910,588
997,588
1121,593
1221,594
1165,596
1204,601
705,607
581,611
1087,612
1072,615
643,620
897,625
1243,619
581,619
732,634
1094,633
1024,635
1984,634
947,642
2112,644
1298,662
690,662
1030,661
722,663
802,669
2012,665
599,666
758,676
1087,682
634,692
842,691
2035,690
1012,691
1059,696
1267,702
2017,720
1015,723
1265,730
627,731
1043,730
761,736
762,749
572,750
1266,751
1276,758
501,763
1045,771
1153,776
1284,774
1283,786
795,798
1149,792
831,797
1285,804
1116,817
1151,806
1397,810
832,812
1292,814
760,826
583,840
1260,842
820,858
1113,856
1333,857
1065,859
635,868
544,871
925,875
1023,882
865,888
1267,893
411,893
823,896
990,895
1080,895
666,903
1265,909
822,912
1023,908
1160,915
429,915
665,918
833,929
1422,929
1300,935
1321,943
1104,943
1770,937
1793,939
875,944
715,950
711,953
511,954
1372,956
1807,954
1399,958
637,960
511,968
1109,972
1392,972
702,985
1405,984
936,985
759,987
1043,985
1065,986
541,986
530,990
714,994
524,993
1043,992
1506,1004
1541,1006
1080,1006
1482,1007
606,1013
611,1014
686,1014
1505,1009
1475,1013
1488,1013
1497,1017
607,1027
1492,1025
613,1033
619,1024
700,1029
1488,1034
619,1037
1436,1046
615,1050
1030,1051
407,1055
590,1062
591,1071
989,1075
714,1079
420,1084
504,1089
1180,1090
1605,1094
330,1096
352,1101
407,1105
1471,1102
1575,1098
935,1101
1594,1100
508,1105
339,1108
1572,1105
317,1110
603,1117
1619,1125
612,1129
476,1129
1613,1129
1083,1137
1594,1136
1137,1139
986,1141
944,1152
1535,1150
1506,1155
734,1159
827,1169
755,1160
728,1166
991,1184
731,1176
696,1184
1038,1184
1141,1199
1583,1203
987,1205
1532,1209
1728,1210
597,1215
1137,1224
1573,1222
1589,1219
1150,1232
1277,1231
1730,1233
501,1236
1574,1241
1205,1244
1024,1248
1964,1249
965,1254
1894,1258
1590,1259
768,1268
2000,1271
2074,1276
819,1283
890,1291
860,1288
1722,1287
450,1296
2107,1295
1976,1300
1593,1307
1840,1306
2104,1311
972,1314
1118,1324
1244,1336
1619,1348
1760,1348
757,1365
2204,1361
1220,1361
1298,1367
1517,1367
1652,1369
2176,1373
372,1376
2199,1376
497,1374
2110,1383
1269,1391
1295,1393
2196,1390
467,1398
1146,1398
1526,1402
2199,1403
1306,1404
1684,1404
768,1403
2235,1406
1284,1411
311,1417
415,1417
630,1421
2232,1421
769,1423
1372,1432
1897,1434
1695,1440
2244,1440
1715,1443
1524,1445
2234,1443
451,1447
1392,1455
1238,1473
537,1477
764,1485
289,1483
1542,1487
842,1489
577,1492
818,1497
1042,1500
2306,1504
2245,1509
582,1506
616,1512
388,1519
1620,1517
1732,1519
859,1533
753,1537
1612,1535
648,1538
2230,1540
2228,1576
1759,1569
557,1579
841,1575
590,1582
2255,1585
1009,1587
534,1594
556,1596
667,1599
1762,1600
408,1603
674,1607
1117,1626
1498,1616
972,1616
1050,1615
1670,1618
1803,1636
1221,1646
1185,1642
1179,1649
1204,1651
1721,1651
1192,1658
243,1670
1648,1668
1718,1674
1826,1686
1274,1685
1362,1692
1338,1694
