x,y
1267,4
1396,12
1418,2
1434,0
1443,8
1498,1
1594,3
1631,4
1673,7
1712,2
1728,1
1785,0
1754,11
1410,13
1728,17
1475,20
1783,21
1308,23
1461,21
1616,22
1337,25
1407,21
1697,27
1667,27
1683,27
1592,28
1254,32
1548,34
1603,40
1678,46
1711,49
1556,45
1690,44
1626,46
1240,53
1456,51
1869,52
1791,55
1172,59
1428,58
1720,59
1536,66
1576,67
1159,73
1700,72
1233,85
1477,84
1522,85
1657,95
1703,91
1499,96
1521,99
1721,98
1477,103
1591,100
1808,112
1671,112
1535,120
1590,117
1689,118
1787,124
1483,124
1593,131
1708,138
1540,132
1468,139
1503,138
1612,140
1603,149
1205,152
1578,152
1382,160
1469,164
1613,163
1679,169
1753,165
1256,170
1600,165
1183,176
1202,176
1506,182
634,189
1247,188
1475,186
1265,188
1269,184
1653,188
1791,188
1568,189
1624,192
1384,195
1422,194
1408,195
1444,198
1340,198
1548,196
1532,203
1508,204
1636,203
1568,206
1207,210
1262,207
1430,213
1547,205
1606,207
1191,208
1461,211
1175,216
1275,216
1414,212
1340,217
1390,219
1692,219
1524,220
1450,224
1669,228
1785,225
1210,225
1538,226
1417,230
1797,238
1659,236
1241,241
1269,246
1733,243
1413,253
1537,246
1363,248
1132,249
1342,251
1204,251
1694,257
1706,257
1804,260
1612,261
1551,264
1427,263
1791,267
1369,272
1238,276
1493,275
1528,273
1739,275
1327,276
1722,275
1692,279
1085,284
1633,282
1708,282
1163,287
1588,288
1607,286
1798,287
1332,292
1815,289
1690,294
1102,308
1422,301
1614,300
1538,302
1599,304
1374,304
1737,305
1390,316
1467,316
1581,323
1021,326
1431,330
1566,332
1385,337
1817,336
1095,337
1749,343
1464,343
1493,345
1680,345
1686,347
655,355
1422,354
1613,351
1228,350
1533,356
1674,361
1024,360
1249,357
1587,365
1612,359
1751,360
1759,360
1763,362
1742,368
1359,380
1385,377
1002,385
671,385
1032,384
1103,384
1497,390
1062,396
1713,405
1466,407
1071,411
1519,413
944,421
1661,420
1606,426
1752,427
1211,427
1813,429
1579,436
1517,435
1728,441
1366,442
1497,448
1230,446
1679,452
1438,458
1458,453
1232,457
1589,462
1466,469
1364,467
1831,476
1392,472
1524,472
1783,471
1767,476
1299,479
1598,486
1540,489
1407,492
1851,495
1817,497
1732,497
1078,507
1592,507
1555,510
1856,514
1330,514
1789,514
1649,515
1739,518
1518,518
1798,524
1307,532
1407,539
1765,530
1042,539
1662,541
1498,548
1545,545
1842,548
953,552
1393,552
1259,560
1451,552
1790,558
1227,562
1459,557
1744,562
1859,564
1464,578
1053,567
1065,575
975,579
1017,581
1661,583
1870,593
1101,596
1296,598
1522,597
1327,600
1720,600
1708,599
1728,612
1171,610
1261,609
1230,623
1294,634
1738,632
1778,639
1096,642
1347,647
1516,660
938,662
1439,668
1213,669
1753,671
1733,668
1346,673
1277,685
1772,687
931,693
1219,704
1769,708
1821,710
1749,716
1282,716
1781,710
1400,720
1780,725
1823,728
1193,732
1484,731
1239,734
1445,738
1556,737
1692,749
1726,744
1304,753
1458,751
1532,748
1444,752
1151,760
1532,754
1358,767
1422,778
1510,781
1066,782
1210,790
1924,798
1612,794
1764,817
1926,818
1819,824
1532,827
1686,842
1839,836
1520,833
1822,849
1115,854
1264,850
1491,865
1402,859
1504,858
1014,868
1208,862
1297,863
1242,867
1240,882
1584,891
1652,897
1234,898
1256,898
1706,904
1052,910
1236,910
1516,914
1171,922
548,920
1512,928
1530,936
1772,935
937,945
1336,946
1251,945
1774,958
833,968
1255,974
1356,981
1598,977
1871,981
996,987
1053,985
1595,996
1897,1004
1046,1002
1556,1022
585,1026
594,1035
603,1031
1911,1037
1375,1053
1654,1053
883,1055
1761,1055
1898,1057
564,1059
927,1062
542,1059
775,1081
916,1087
1581,1090
1987,1080
1165,1081
1733,1084
1706,1091
1718,1090
1843,1093
1723,1103
1612,1113
1898,1113
488,1114
783,1119
2000,1120
2003,1128
2035,1144
1534,1143
743,1155
575,1160
925,1162
758,1166
748,1173
1610,1179
769,1184
797,1181
963,1193
808,1193
1896,1195
917,1201
962,1205
1006,1215
1967,1220
678,1232
1905,1250
1921,1253
738,1254
1008,1269
1541,1271
1282,1266
1299,1290
1683,1291
1268,1296
1322,1319
1072,1317
1004,1330
1358,1324
1371,1336
656,1342
1106,1348
1160,1352
1357,1353
1981,1362
979,1361
597,1373
939,1374
1334,1369
1097,1386
1080,1384
1187,1415
1181,1407
1258,1430
1204,1433
932,1480
1463,1489
2130,1489
1142,1496
1134,1509
1229,1508
1307,1516
704,1518
1387,1524
1303,1529
2020,1530
1886,1532
2244,1534
